ID,Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host_clean,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource
B5,yersinia pestis,632,High,Plague,234626,Allactaga sibirica,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9940,Ovis aries,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,10042,peromyscus maniculatus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9654,Procyon lotor,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,PROCYONIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,59542,Pseudois nayaur,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9696,Puma concolor,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9696,Puma concolor,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,10116,Rattus norvegicus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,10116,Rattus norvegicus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,10117,Rattus rattus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,10117,Rattus rattus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,10117,Rattus rattus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,35732,Rattus tanezumi,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,186474,Rhombomys opimus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,186474,Rhombomys opimus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,MURIDAE,RODENTIA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER
B5,yersinia pestis,632,High,Plague,99830,Spermophilus alashanicus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,99837,Spermophilus dauricus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,30552,spilogale putorius,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,30554,taxidea taxus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9999,Urocitellus parryii,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,SCIURIDAE,RODENTIA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,55040,Urocyon cinereoargenteus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,55040,Urocyon cinereoargenteus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9643,Ursus americanus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,URSIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9643,Ursus americanus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,URSIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
B5,yersinia pestis,632,High,Plague,9631,vulpes velox,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9627,Vulpes vulpes,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER
B5,yersinia pestis,632,High,Plague,9627,Vulpes vulpes,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,CHORDATA,MAMMALIA,CANIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,CLOVER
