Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,10116,Rattus norvegicus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,10116,Rattus norvegicus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,10116,Rattus norvegicus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,10117,Rattus rattus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,10117,Rattus rattus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,10137,Hystrix cristata,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,hystricidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,10149,Hydrochoerus hydrochaeris,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,caviidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,13125,Lynx lynx,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,felidae,carnivora,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,30414,Balearica pavonina,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,aves,gruidae,gruiformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,30521,Bos grunniens,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,30532,dama dama,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,34854,rattus exulans,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,34880,Nyctereutes procyonoides,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,canidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,35732,Rattus tanezumi,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,35732,Rattus tanezumi,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,37020,oryzomys palustris,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,42408,neotoma albigula,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,42410,Peromyscus eremicus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,cricetidae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,42415,Sigmodon hispidus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,cricetidae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,43328,rucervus duvaucelii,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,56316,Peromyscus boylii,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,cricetidae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,61452,Neofelis nebulosa,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,felidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,69075,Rattus losea,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,69079,bandicota bengalensis,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,83755,Rattus tiomanicus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,83757,Niviventer niviventer,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,83761,Sundamys muelleri,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,92867,Cervus nippon,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,cervidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,105149,neotoma mexicana,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,105150,neotoma micropus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,109298,elaphodus cephalophus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,140016,Urva javanica,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,herpestidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,188379,Egretta garzetta,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,aves,ardeidae,pelecaniformes,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,223998,Cervus nippon,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,cervidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,375578,Sus scrofa,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,suidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,452646,Neogale vison,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,mustelidae,carnivora,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,456472,Bandicota indica,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,473866,clethrionomys gapperi,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,583359,rattus pyctoris,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,796024,Rattus rattus,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,925459,balearica regulorum,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,FALSE,FALSE
Paslahepevirus balayani genotype 3,1678143,Low,Hepatitis E,1611880,Sus scrofa,alsuviricetes,hepelivirales,hepeviridae,paslahepevirus,chordata,mammalia,suidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,FALSE,FALSE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,8801,Struthio camelus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,aves,struthionidae,struthioniformes,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,8996,Numida meleagris,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,aves,numididae,galliformes,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9368,Atelerix albiventris,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,erinaceidae,eulipotyphla,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9606,Homo sapiens,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9606,Homo sapiens,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9606,Homo sapiens,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9612,Canis lupus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,canidae,carnivora,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9622,Lycaon pictus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,canidae,carnivora,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9627,Vulpes vulpes,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,canidae,carnivora,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9785,loxodonta africana,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9793,Equus asinus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,equidae,perissodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9796,Equus caballus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,equidae,perissodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9805,diceros bicornis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9807,Ceratotherium simum,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,rhinocerotidae,perissodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9837,Camelus bactrianus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9838,Camelus dromedarius,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,camelidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9838,Camelus dromedarius,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,camelidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9894,giraffa camelopardalis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9897,aepyceros melampus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9913,Bos taurus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9913,Bos taurus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9913,Bos taurus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9925,Capra hircus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9925,Capra hircus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9925,Capra hircus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9931,damaliscus pygargus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9940,Ovis aries,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9940,Ovis aries,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Not specified,FALSE,FALSE,detection_method=Not specified,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9940,Ovis aries,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9945,tragelaphus oryx,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9946,tragelaphus strepsiceros,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9958,oryx gazella,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9962,kobus ellipsiprymnus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9970,Syncerus caffer,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9981,lepus capensis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,9983,Lepus europaeus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,leporidae,lagomorpha,Isolation/Observation,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,10023,pedetes capensis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,10090,Mus musculus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,10116,Rattus norvegicus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,muridae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,10116,Rattus norvegicus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,10117,Rattus rattus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,muridae,rodentia,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,10117,Rattus rattus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,10138,hystrix africaeaustralis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,35658,mastomys coucha,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,37032,Suricata suricatta,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,herpestidae,carnivora,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,37189,hippotragus niger,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,51300,Nyctalus noctula,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,vespertilionidae,chiroptera,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,59517,alcelaphus buselaphus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,59523,Antidorcas marsupialis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,59554,redunca arundinum,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,59555,redunca fulvorufula,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,63224,lepus saxatilis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,66437,tragelaphus angasii,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,85517,phacochoerus aethiopicus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,86975,Testudo graeca,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,reptilia,testudinidae,testudines,PCR/Sequencing,TRUE,TRUE,NA,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,89252,equus quagga,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,89462,Bubalus bubalis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,VIRION,virus,TRUE,TRUE
