disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa
Rift Valley fever,rift valley fever,Culex univittatus,culex univittatus,mosquito,mosquito,probable,review,lit_review,1,2,Africa; Madagascar,Mgongoma et al. 2026; Tantely et al. 2015,candidate vector; review cites isolation,TRUE,FALSE
Rift Valley fever,rift valley fever,Culex zombaensis,culex zombaensis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE
Rift Valley fever,rift valley fever,Culiseta inornata,culiseta inornata,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Rift Valley fever virus; match_confidence=exact; match_method=exact_disease,FALSE,TRUE
Rift Valley fever,rift valley fever,Eretmapodites chrysogaster sensu lato,eretmapodites chrysogaster sensu lato,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,limited sample,TRUE,FALSE
Rift Valley fever,rift valley fever,Eretmapodites quinquevittatus,eretmapodites quinquevittatus,mosquito,mosquito,candidate,review,lit_review,1,2,Madagascar,Pepin et al. 2010; Tantely et al. 2015,candidate vector; debated,TRUE,FALSE
Rift Valley fever,rift valley fever,Mansonia africana,mansonia africana,mosquito,mosquito,probable,review,lit_review,1,2,Africa; Rwanda,Mgongoma et al. 2026; Nsengimana et al. 2025,author-designated candidate; review cites isolation,TRUE,FALSE
Rift Valley fever,rift valley fever,Mansonia dyari,mansonia dyari,mosquito,mosquito,candidate,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,low measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Mansonia uniformis,mansonia uniformis,mosquito,mosquito,probable,review,lit_review,1,3,Africa; Madagascar; Rwanda,Mgongoma et al. 2026; Nsengimana et al. 2025; Tantely et al. 2015,author-designated candidate; candidate vector; review cites isolation,TRUE,FALSE
Rift Valley fever,rift valley fever,Ochlerotatus caballus,ochlerotatus caballus,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,lab only,TRUE,FALSE
Rift Valley fever,rift valley fever,Ochlerotatus juppi,ochlerotatus juppi,mosquito,mosquito,weak,review,lit_review,1,1,,Pepin et al. 2010,no clear role,TRUE,FALSE
Rift Valley fever,rift valley fever,Psorophora ferox,psorophora ferox,mosquito,mosquito,probable,review,lit_review,1,1,United States,Golnar et al. 2014 Table 1,measured vector competence,TRUE,FALSE
Rift Valley fever,rift valley fever,Stegomyia albopicta,stegomyia albopicta,mosquito,mosquito,probable,lab,lit_review,1,1,Spain,Brustolin et al. 2017,infectious saliva,TRUE,FALSE
Rift Valley fever,rift valley fever,Amblyomma variegatum,amblyomma variegatum,tick,tick,weak,review,lit_review,1,1,,Pepin et al. 2010,field isolate,TRUE,FALSE
Rift Valley fever,rift valley fever,Rhipicephalus appendiculatus,rhipicephalus appendiculatus,tick,tick,weak,review,lit_review,1,1,,Pepin et al. 2010,lab susceptibility,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Amblyomma testudinarium,amblyomma testudinarium,tick,tick,confirmed,field,lit_review,1,5,"Miyazaki Prefecture, Japan; ROK; Japan; SFTS endemic areas",Casel et al. 2021; Cui et al. 2024; Sato et al. 2021; Wang et al. 2021 Table 1; Xu et al. 2024,also vector; PCR only; primary vector; virus isolated,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Dermacentor nuttalli,dermacentor nuttalli,tick,tick,weak,review,lit_review,1,1,SFTS endemic areas,Casel et al. 2021,PCR only,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Dermacentor silvarum,dermacentor silvarum,tick,tick,weak,lab,lit_review,1,2,China,Hu et al. 2020; Xu et al. 2024,PCR only; PCR only; animal negative,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis concinna,haemaphysalis concinna,tick,tick,weak,review,lit_review,1,2,China,Wang et al. 2021 Table 1; Xu et al. 2024,PCR only,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis flava,haemaphysalis flava,tick,tick,confirmed,review,lit_review,1,6,"Miyazaki Prefecture, Japan; ROK; Japan; SFTS endemic areas",Casel et al. 2021; Cui et al. 2024; Sato et al. 2021; Sun et al. 2024; Wang et al. 2021 Table 1; Xu et al. 2024,also vector; background-cited transmitter; common transmission vector; PCR only; virus isolated; potential human vector,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis formosensis,haemaphysalis formosensis,tick,tick,candidate,field,lit_review,1,3,"Japan; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1; Xu et al. 2024,PCR only; virus isolated; maintenance role,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis hystricis,haemaphysalis hystricis,tick,tick,probable,field,lit_review,1,3,"Japan; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1; Xu et al. 2024,PCR only; virus isolated; potential vector,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis japonica,haemaphysalis japonica,tick,tick,weak,review,lit_review,1,1,,Xu et al. 2024,PCR only,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis longicornis,haemaphysalis longicornis,tick,tick,confirmed,review,lit_review,1,8,Asia; Asia-Pacific region; China,Casel et al. 2021; Cui et al. 2024; Hu et al. 2020; Huang et al. 2020; Sun et al. 2024; Wang et al. 2021; Xu et al. 2024; Zhang et al. 2022,main transmission vector; main vector; positive control; established vector; primary transmission vector; primary transmitter; tick vector; primary vector; suspected vector; transmitted by; major role,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis megaspinosa,haemaphysalis megaspinosa,tick,tick,candidate,field,lit_review,1,2,"Japan; ROK; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1,PCR only; virus isolated; maintenance role,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Hyalomma asiaticum,hyalomma asiaticum,tick,tick,weak,review,lit_review,1,1,SFTS endemic areas,Casel et al. 2021,PCR only,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Ixodes nipponensis,ixodes nipponensis,tick,tick,confirmed,review,lit_review,1,4,ROK; SFTS endemic areas,Casel et al. 2021; Cui et al. 2024; Wang et al. 2021 Table 1; Xu et al. 2024,also vector; PCR only,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Ixodes persulcatus,ixodes persulcatus,tick,tick,weak,lab,lit_review,1,2,China,Hu et al. 2020; Xu et al. 2024,PCR only; PCR only; no transmission,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Ixodes sinensis,ixodes sinensis,tick,tick,confirmed,review,lit_review,1,4,central and southern China; China,Cui et al. 2024; Hu et al. 2020; Sun et al. 2024; Wang et al. 2021,also vector; human-feeding note; background-cited transmitter; efficient vector; transovarial; transovarial/horizontal transmission,TRUE,FALSE
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Rhipicephalus microplus,rhipicephalus microplus,tick,tick,weak,review,lit_review,1,2,China; SFTS endemic areas,Casel et al. 2021; Wang et al. 2021 Table 1,PCR only,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Dermacentor marginatus,dermacentor marginatus,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Dermacentor reticulatus,dermacentor reticulatus,tick,tick,confirmed,review,lit_review,1,5,Central Europe; northern Saxony Germany; Poland; Poland; Germany; Rhine plain southwestern Germany,Biernat et al. 2014; Chitimia-Dobler et al. 2019; Kwasnik et al. 2023; Ott et al. 2020; Pustijanac et al. 2023,adult pools; repeated isolation; equal role; PCR only; significant involvement; single isolate; debated,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Haemaphysalis concinna,haemaphysalis concinna,tick,tick,confirmed,review,lit_review,1,3,Asia; Central Europe,Kwasnik et al. 2023; Mittova et al. 2024; Pustijanac et al. 2023,major vector in Asia; significant vector,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Haemaphysalis inermis,haemaphysalis inermis,tick,tick,probable,review,lit_review,1,1,,Kwasnik et al. 2023,experimental competence,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Haemaphysalis punctata,haemaphysalis punctata,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Ixodes arboricola,ixodes arboricola,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Ixodes gibbosus,ixodes gibbosus,tick,tick,weak,review,lit_review,1,1,Mediterranean region,Kwasnik et al. 2023,marginal vector,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Ixodes hexagonus,ixodes hexagonus,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Ixodes persulcatus,ixodes persulcatus,tick,tick,confirmed,review,lit_review,1,8,"nontropical Eurasia; parts of the Baltic States, Finland, Russia, and Siberia; Russia and Asia; Simo, Finnish Lapland, Finland; widespread, including central Europe, Scandinavia and the UK",Belova et al. 2023; Jääskeläinen et al. 2011; Kazimírová et al. 2017; Korenberg 2000; Kwasnik et al. 2023; Mittova et al. 2024; Petit et al. 2024; Pustijanac et al. 2023,field infection and virus isolation; main vector in Russia and Asia; main vector; lab competence; principal vector; table-listed,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Ixodes ricinus,ixodes ricinus,tick,tick,confirmed,field+lab,lit_review,1,11,"Central, Eastern and Northern Europe; central, northern, and eastern Europe; Europe; nontropical Eurasia; northern Saxony Germany; Odenwald Hills southwestern Germany",Belova et al. 2023; Chitimia-Dobler et al. 2019; Jääskeläinen et al. 2011; Kazimírová et al. 2017; Korenberg 2000; Kwasnik et al. 2023; Mittova et al. 2024; Ott et al. 2020; Petit et al. 2024; Pustijanac et al. 2023; Weisheit et al. 2015,main vector; main vector; lab competence; natural vector; cell line; nymph pools only; common vector in source; primary vector; principal vector; principal vector in Europe; principal vector of TBEV-Eur,TRUE,FALSE
Tick-borne encephalitis,tick borne encephalitis,Ixodes scapularis,ixodes scapularis,tick,tick,weak,lab,lit_review,1,1,,Weisheit et al. 2015,not known natural vector; reduced capacity,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) angustivittatus,aedes ochlerotatus angustivittatus,mosquito,mosquito,candidate,review,lit_review,1,1,Colombia,Torres et al. 2017,found infected with VEEV,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) fulvus,aedes ochlerotatus fulvus,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,susceptible to VEE,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) scapularis,aedes ochlerotatus scapularis,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,incriminated in outbreaks,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) serratus,aedes ochlerotatus serratus,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,susceptible to VEE,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) taeniorhynchus,aedes ochlerotatus taeniorhynchus,mosquito,mosquito,probable,review,lit_review,1,1,,Forrester et al. 2012,epizootic vector; prior study cited,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes detritus,aedes detritus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Venezuelan equine encephalitis virus; match_confidence=exact; match_method=exact_alias_pathogen,FALSE,TRUE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes taeniorhynchus,aedes taeniorhynchus,mosquito,mosquito,confirmed,review,lit_review,1,1,,Torres et al. 2017,dominant epizootic vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Anopheles pseudopunctipennis,anopheles pseudopunctipennis,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,subtypes IC/IAB isolated,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Coquillettidia venezuelensis,coquillettidia venezuelensis,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,vector of VEE,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Culex) declarator,culex culex declarator,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Culex) nigripalpus,culex culex nigripalpus,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) adamesi,culex melanoconion adamesi,mosquito,mosquito,confirmed,field,lit_review,1,2,Colombia; Monte San Miguel Forest; middle Magdalena Valley; Colombia,Ferro et al. 2003; Torres et al. 2017,found infected with subtype ID; secondary vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) aikenii sensu lato,culex melanoconion aikenii sensu lato,mosquito,mosquito,confirmed,review,lit_review,1,1,Panama,Ferro et al. 2003,ocossa and panocossa,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) cedeci,culex melanoconion cedeci,mosquito,mosquito,confirmed,review,lit_review,1,1,Southern Florida; USA,Torres et al. 2017,transmits subtype II,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) crybda,culex melanoconion crybda,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) dunni,culex melanoconion dunni,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) erraticus,culex melanoconion erraticus,mosquito,mosquito,probable,review,lit_review,1,1,Lake Bayano; Panama,Torres et al. 2017,VEEV isolate,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) ocossa,culex melanoconion ocossa,mosquito,mosquito,probable,review,lit_review,1,1,Lake Bayano; Panama,Torres et al. 2017,VEEV isolate,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) pedroi,culex melanoconion pedroi,mosquito,mosquito,confirmed,field,lit_review,1,2,Colombia; Monte San Miguel Forest; middle Magdalena Valley; Colombia,Ferro et al. 2003; Torres et al. 2017,found infected with subtype ID; principal vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) portesi,culex melanoconion portesi,mosquito,mosquito,confirmed,review,lit_review,1,1,Trinidad,Torres et al. 2017,transmits subtype IIIA,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) spissipes,culex melanoconion spissipes,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) taeniopus,culex melanoconion taeniopus,mosquito,mosquito,confirmed,review,lit_review,1,3,Guatemala; Panama; Guatemala,Ferro et al. 2003; Forrester et al. 2012; Torres et al. 2017,main vector in Guatemala; natural enzootic vector; primary enzootic vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) vomerifer,culex melanoconion vomerifer,mosquito,mosquito,confirmed,field,lit_review,1,2,Monte San Miguel Forest; middle Magdalena Valley; Colombia; Panama; Peru; Colombia,Ferro et al. 2003; Torres et al. 2017,infected or susceptible in prior studies; principal vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex adamesi,culex adamesi,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex cedecei,culex cedecei,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex delpontei,culex delpontei,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex gnomatos,culex gnomatos,mosquito,mosquito,candidate,review,EFSA; lit_review,2,2,not specified,EFSA Appendix G; Sloyer et al. 2022,confirmed or suspected vector list; efsa_pathogen=Venezuelan equine encephalitis virus; match_confidence=exact; match_method=exact_alias_pathogen,TRUE,TRUE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex gnomatos/vomerifer,culex gnomatos vomerifer,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Venezuelan equine encephalitis virus; match_confidence=exact; match_method=exact_alias_pathogen,FALSE,TRUE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex ocossa,culex ocossa,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex panocossa,culex panocossa,mosquito,mosquito,probable,review,lit_review,1,1,peninsular Florida; USA,Sloyer et al. 2022,vector of VEEV-ID,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex pedroi,culex pedroi,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex portesi,culex portesi,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex spissipes,culex spissipes,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex taeniopus,culex taeniopus,mosquito,mosquito,candidate,review,EFSA; lit_review,2,2,not specified,EFSA Appendix G; Sloyer et al. 2022,confirmed or suspected vector list; efsa_pathogen=Venezuelan equine encephalitis virus; match_confidence=exact; match_method=exact_alias_pathogen,TRUE,TRUE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex vomerifer,culex vomerifer,mosquito,mosquito,candidate,review,lit_review,1,1,,Sloyer et al. 2022,confirmed or suspected vector list,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Mansonia dyari,mansonia dyari,mosquito,mosquito,probable,review,lit_review,1,1,Lake Bayano; Panama,Torres et al. 2017,subtypes IC/IAB isolated,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Mansonia indubitans,mansonia indubitans,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,subtypes IC/IAB isolated,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Mansonia titillans,mansonia titillans,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,subtypes IC/IAB isolated,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Ochlerotatus detritus,ochlerotatus detritus,mosquito,mosquito,candidate,lab,lit_review,1,1,UK,Chapman et al. 2020,salivary RNA only,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Psorophora albipes,psorophora albipes,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,VEEV isolated,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Psorophora columbiae,psorophora columbiae,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Venezuelan equine encephalitis virus; match_confidence=exact; match_method=exact_alias_pathogen,FALSE,TRUE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Psorophora confinnis,psorophora confinnis,mosquito,mosquito,confirmed,review,lit_review,1,1,,Torres et al. 2017,dominant epizootic vector,TRUE,FALSE
Venezuelan equine encephalitis,venezuelan equine encephalitis,Psorophora ferox,psorophora ferox,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,VEEV isolated,TRUE,FALSE
West Nile fever,west nile fever,Aedes albopictus,aedes albopictus,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,4,Europe; northeastern France (Strasbourg); not specified; Spain; Italy,EFSA Appendix G; Hernandez-Triana et al. 2014; Martinet et al. 2023; Vogels et al. 2017,competent; competent vector; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; new putative vector,TRUE,TRUE
West Nile fever,west nile fever,Aedes alternans,aedes alternans,mosquito,mosquito,candidate,field,lit_review,1,1,Australia,Jansen et al. 2013,field isolate; secondary vector,TRUE,FALSE
West Nile fever,west nile fever,Aedes australis,aedes australis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes canadensis,aedes canadensis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes cantans,aedes cantans,mosquito,mosquito,candidate,review,lit_review,1,1,Europe,Bellini et al. 2014,field-collected example,TRUE,FALSE
West Nile fever,west nile fever,Aedes caspius,aedes caspius,mosquito,mosquito,candidate,review,lit_review,1,3,Europe; France,Bellini et al. 2014; Ferraguti 2024; Vogels et al. 2017,field-collected example; natural infection; debated; not competent,TRUE,FALSE
West Nile fever,west nile fever,Aedes detritus,aedes detritus,mosquito,mosquito,confirmed,review,EFSA; lit_review,2,3,not specified; United Kingdom,EFSA Appendix G; Martinet et al. 2019; Vogels et al. 2017,competence demonstrated; competent; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,TRUE,TRUE
West Nile fever,west nile fever,Aedes dorsalis,aedes dorsalis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes excrucians,aedes excrucians,mosquito,mosquito,candidate,review,lit_review,1,1,Europe,Bellini et al. 2014,field-collected example,TRUE,FALSE
West Nile fever,west nile fever,Aedes geniculatus,aedes geniculatus,mosquito,mosquito,candidate,review,lit_review,1,1,,Martinet et al. 2019,tested competent; role uncertain,TRUE,FALSE
West Nile fever,west nile fever,Aedes japonicus,aedes japonicus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes japonicus japonicus,aedes japonicus japonicus,mosquito,mosquito,weak,review,lit_review,1,1,Germany,Vogels et al. 2017,not competent,TRUE,FALSE
West Nile fever,west nile fever,Aedes kochi,aedes kochi,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes melanimon,aedes melanimon,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes normanensis,aedes normanensis,mosquito,mosquito,candidate,field,lit_review,1,1,Australia,Jansen et al. 2013,field isolate; secondary vector,TRUE,FALSE
West Nile fever,west nile fever,Aedes notoscriptus,aedes notoscriptus,mosquito,mosquito,candidate,review,EFSA; lit_review,2,2,Australia; not specified,EFSA Appendix G; Jansen et al. 2013,bridge vector candidate; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,TRUE,TRUE
West Nile fever,west nile fever,Aedes procax,aedes procax,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes rusticus,aedes rusticus,mosquito,mosquito,probable,lab,lit_review,1,1,northeastern France (Berru),Martinet et al. 2023,new putative vector,TRUE,FALSE
West Nile fever,west nile fever,Aedes sierrensis,aedes sierrensis,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes spp.,aedes spp,mosquito,mosquito,candidate,review,lit_review,1,1,,Gray and Webb 2014,lab only,TRUE,FALSE
West Nile fever,west nile fever,Aedes taeniorhynchus,aedes taeniorhynchus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes tremulus,aedes tremulus,mosquito,mosquito,candidate,field,lit_review,1,1,Australia,Jansen et al. 2013,field isolate; secondary vector,TRUE,FALSE
West Nile fever,west nile fever,Aedes triseriatus,aedes triseriatus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,FALSE,TRUE
West Nile fever,west nile fever,Aedes vexans,aedes vexans,mosquito,mosquito,candidate,review,EFSA; lit_review,2,3,California USA; Europe; not specified,Bellini et al. 2014; EFSA Appendix G; Goddard et al. 2002,efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym; field-collected example; mammal-feeding,TRUE,TRUE
West Nile fever,west nile fever,Aedes vigilax,aedes vigilax,mosquito,mosquito,candidate,review,EFSA; lit_review,2,2,Australia; not specified,EFSA Appendix G; Jansen et al. 2013,bridge vector candidate; efsa_pathogen=West Nile virus; match_confidence=manual; match_method=manual_synonym,TRUE,TRUE
West Nile fever,west nile fever,Anopheles amictus,anopheles amictus,mosquito,mosquito,weak,field,lit_review,1,1,Australia,Jansen et al. 2013,field isolate,TRUE,FALSE
