host_tax_id,vector_join_key,host,host_class,host_order,host_family,vector_species,vector_taxon_rank,vector_species_needs_review,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,record_count
9606,coquillettidia maculipennis,Homo sapiens,,,,Coquillettidia maculipennis,species,FALSE,Coquillettidia maculipennis,VectorMap,BloodMealMap,blood_meal,Uganda,,1
9606,coquillettidia metallica,Homo sapiens,,,,Coquillettidia metallica,species,FALSE,Coquillettidia metallica,VectorMap,BloodMealMap,blood_meal,Uganda,,1
9606,coquillettidia perturbans,Homo sapiens,,,,Coquillettidia perturbans,species,FALSE,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,3
9606,coquillettidia pseudoconopas,Homo sapiens,,,,Coquillettidia pseudoconopas,species,FALSE,Coquillettidia pseudoconopas,VectorMap,BloodMealMap,blood_meal,Uganda,,2
9606,coquillettidia richiardii,Homo sapiens,,,,Coquillettidia richiardii,species,FALSE,Coquillettidia richiardii,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Hungary; Serbia; United Kingdom,,6
9606,coquillettidia shannoni,Homo sapiens,,,,Coquillettidia shannoni,species,FALSE,Coquillettidia shannoni,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,coquillettidia venezuelensis,Homo sapiens,,,,Coquillettidia venezuelensis,species,FALSE,Coquillettidia venezuelensis,VectorMap,BloodMealMap,blood_meal,Brazil; Panama,,4
9606,ctenocephalides canis,Homo sapiens,,,,Ctenocephalides canis,species,FALSE,Ctenocephalides canis,VectorMap,FleaMap,on_host_occurrence,Guatemala; United States,,6
9606,ctenocephalides felis,Homo sapiens,,,,Ctenocephalides felis,species,FALSE,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,"Brazil; Liberia; Trinidad And Tobago; Tunisia; United States; Virgin Islands, U.S",,32
9606,culex <subgenus>,Homo sapiens,,,,Culex <subgenus>,species,FALSE,Culex <subgenus>,MapVEu,MapVEu,blood_meal,United Kingdom,,1
9606,culex annulioris,Homo sapiens,,,,Culex annulioris,species,FALSE,Culex annulioris,VectorMap,BloodMealMap,blood_meal,Kenya; Uganda,,3
9606,culex annulirostris,Homo sapiens,,,,Culex annulirostris,species,FALSE,Culex annulirostris,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Papua New Guinea,,26
9606,culex antennatus,Homo sapiens,,,,Culex antennatus,species,FALSE,Culex antennatus,VectorMap,BloodMealMap,blood_meal,Egypt; Kenya; Senegal; Uganda,,6
9606,culex aureonotatus,Homo sapiens,,,,Culex aureonotatus,species,FALSE,Culex aureonotatus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,culex bastagarius,Homo sapiens,,,,Culex bastagarius,species,FALSE,Culex bastagarius,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,culex bidens,Homo sapiens,,,,Culex bidens,species,FALSE,Culex bidens,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,culex bitaeniorhynchus,Homo sapiens,,,,Culex bitaeniorhynchus,species,FALSE,Culex bitaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Pakistan; Singapore,,5
9606,culex cedecei,Homo sapiens,,,,Culex cedecei,species,FALSE,Culex cedecei,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,United States; Unites States,,453
9606,culex cheesmanae,Homo sapiens,,,,Culex cheesmanae,species,FALSE,Culex cheesmanae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,culex chidesteri,Homo sapiens,,,,Culex chidesteri,species,FALSE,Culex chidesteri,VectorMap,BloodMealMap,blood_meal,Brazil,,2
9606,culex coronator,Homo sapiens,,,,Culex coronator,species,FALSE,Culex coronator,VectorMap,BloodMealMap,blood_meal,Brazil; Guatemala,,3
9606,culex declarator,Homo sapiens,,,,Culex declarator,species,FALSE,Culex declarator,VectorMap,BloodMealMap,blood_meal,Brazil; Trinidad & Tobago,,3
9606,culex dunni,Homo sapiens,,,,Culex dunni,species,FALSE,Culex dunni,VectorMap,BloodMealMap,blood_meal,Peru,,1
9606,culex erraticus,Homo sapiens,,,,Culex erraticus,species,FALSE,Culex erraticus,VectorMap,BloodMealMap,blood_meal,Unites States,,2
9606,culex fuscocephala,Homo sapiens,,,,Culex fuscocephala,species,FALSE,Culex fuscocephala,VectorMap,BloodMealMap,blood_meal,India,,1
9606,culex gelidus,Homo sapiens,,,,Culex gelidus,species,FALSE,Culex gelidus,VectorMap,BloodMealMap,blood_meal,India; Malaysia; Singapore,,6
9606,culex globocoxitus,Homo sapiens,,,,Culex globocoxitus,species,FALSE,Culex globocoxitus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia,,2
9606,culex hilli,Homo sapiens,,,,Culex hilli,species,FALSE,Culex hilli,VectorMap,BloodMealMap,blood_meal,Australia,,1
9606,culex hortensis,Homo sapiens,,,,Culex hortensis,species,FALSE,Culex hortensis,VectorMap,BloodMealMap,blood_meal,Switzerland,,1
9606,culex infula,Homo sapiens,,,,Culex infula,species,FALSE,Culex infula,VectorMap,BloodMealMap,blood_meal,India,,1
9606,culex insignis,Homo sapiens,,,,Culex insignis,species,FALSE,Culex insignis,VectorMap,BloodMealMap,blood_meal,Uganda,,2
9606,culex iolambdis,Homo sapiens,,,,Culex iolambdis,species,FALSE,Culex iolambdis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,culex lygrus,Homo sapiens,,,,Culex lygrus,species,FALSE,Culex lygrus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,culex mimeticus,Homo sapiens,,,,Culex mimeticus,species,FALSE,Culex mimeticus,VectorMap,BloodMealMap,blood_meal,Iran; Japan,,2
9606,culex modestus,Homo sapiens,,,,Culex modestus,species,FALSE,Culex modestus,VectorMap,BloodMealMap,blood_meal,Russia; United Kingdom,,2
9606,culex molestus,Homo sapiens,,,,Culex molestus,species,FALSE,Culex molestus,VectorMap,BloodMealMap,blood_meal,Australia,,3
9606,culex neavei,Homo sapiens,,,,Culex neavei,species,FALSE,Culex neavei,VectorMap,BloodMealMap,blood_meal,Kenya,,1
9606,culex nebulosus,Homo sapiens,,,,Culex nebulosus,species,FALSE,Culex nebulosus,VectorMap,BloodMealMap,blood_meal,Uganda,,1
9606,culex nigripalpus,Homo sapiens,,,,Culex nigripalpus,species,FALSE,Culex nigripalpus,VectorMap,BloodMealMap,blood_meal,Brazil; Guatemala; Trinidad & Tobago,,4
9606,culex ocossa,Homo sapiens,,,,Culex ocossa,species,FALSE,Culex ocossa,VectorMap,BloodMealMap,blood_meal,Peru,,1
9606,culex orbostiensis,Homo sapiens,,,,Culex orbostiensis,species,FALSE,Culex orbostiensis,VectorMap,BloodMealMap,blood_meal,Australia,,1
9606,culex pedroi,Homo sapiens,,,,Culex pedroi,species,FALSE,Culex pedroi,VectorMap,BloodMealMap,blood_meal,Trinidad & Tobago,,1
9606,culex perexiguus,Homo sapiens,,,,Culex perexiguus,species,FALSE,Culex perexiguus,VectorMap,BloodMealMap,blood_meal,Iran,,8
9606,culex pilosus,Homo sapiens,,,,Culex pilosus,species,FALSE,Culex pilosus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,culex pipiens,Homo sapiens,,,,Culex pipiens,species,FALSE,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Czechia; Egypt; Iran; Israel; Kenya; Russia; Serbia; Unites States,,42
9606,culex pipiens molestus,Homo sapiens,,,,Culex pipiens molestus,infraspecific,TRUE,Culex pipiens molestus,MapVEu,MapVEu,blood_meal,Australia,vector_infraspecific,2
9606,culex pleuristriatus,Homo sapiens,,,,Culex pleuristriatus,species,FALSE,Culex pleuristriatus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,culex poicilipes,Homo sapiens,,,,Culex poicilipes,species,FALSE,Culex poicilipes,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal; Uganda,,3
9606,culex pseudovishnui,Homo sapiens,,,,Culex pseudovishnui,species,FALSE,Culex pseudovishnui,VectorMap,BloodMealMap,blood_meal,India,,3
9606,culex pullus,Homo sapiens,,,,Culex pullus,species,FALSE,Culex pullus,VectorMap,BloodMealMap,blood_meal,Australia,,1
9606,culex pusillus,Homo sapiens,,,,Culex pusillus,species,FALSE,Culex pusillus,VectorMap,BloodMealMap,blood_meal,Egypt,,1
9606,culex quinquefasciatus,Homo sapiens,,,,Culex quinquefasciatus,species,FALSE,Culex quinquefasciatus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Brazil; Ecuador; Grenada; Guatemala; India; Iran; Japan; Kenya; Mexico; Nigeria; Pakistan; Singapore; Tanzania; Unites States,,81
9606,culex restuans,Homo sapiens,,,,Culex restuans,species,FALSE,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,culex ryukyensis,Homo sapiens,,,,Culex ryukyensis,species,FALSE,Culex ryukyensis,VectorMap,BloodMealMap,blood_meal,Japan,,1
9606,culex salinarius,Homo sapiens,,,,Culex salinarius,species,FALSE,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,culex saltanensis,Homo sapiens,,,,Culex saltanensis,species,FALSE,Culex saltanensis,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,culex shanahani,Homo sapiens,,,,Culex shanahani,species,FALSE,Culex shanahani,VectorMap,BloodMealMap,blood_meal,Japan,,2
9606,culex sitiens,Homo sapiens,,,,Culex sitiens,species,FALSE,Culex sitiens,VectorMap,BloodMealMap,blood_meal,Australia; Iran; Singapore,,8
9606,culex steffani,Homo sapiens,,,,Culex steffani,species,FALSE,Culex steffani,VectorMap,BloodMealMap,blood_meal,Japan,,1
9606,culex stigmatosoma,Homo sapiens,,,,Culex stigmatosoma,species,FALSE,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,culex taeniopus,Homo sapiens,,,,Culex taeniopus,species,FALSE,Culex taeniopus,VectorMap,BloodMealMap,blood_meal,Guatemala,,1
9606,culex tarsalis,Homo sapiens,,,,Culex tarsalis,species,FALSE,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,8
9606,culex thalassius,Homo sapiens,,,,Culex thalassius,species,FALSE,Culex thalassius,VectorMap,BloodMealMap,blood_meal,Senegal; The Gambia,,2
9606,culex theileri,Homo sapiens,,,,Culex theileri,species,FALSE,Culex theileri,VectorMap,BloodMealMap,blood_meal,ESP; Iran; South Africa,,5
9606,culex tritaeniorhynchus,Homo sapiens,,,,Culex tritaeniorhynchus,species,FALSE,Culex tritaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Iran; Japan; Malaysia; Pakistan; Senegal; Singapore,,12
9606,culex univittatus,Homo sapiens,,,,Culex univittatus,species,FALSE,Culex univittatus,VectorMap,BloodMealMap,blood_meal,Egypt; Kenya; Senegal; Uganda,,10
9606,culex vansomereni,Homo sapiens,,,,Culex vansomereni,species,FALSE,Culex vansomereni,VectorMap,BloodMealMap,blood_meal,Kenya,,1
9606,culex vishnui,Homo sapiens,,,,Culex vishnui,species,FALSE,Culex vishnui,VectorMap,BloodMealMap,blood_meal,India; Singapore,,5
9606,culex wamanguae,Homo sapiens,,,,Culex wamanguae,species,FALSE,Culex wamanguae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,culex whitmorei,Homo sapiens,,,,Culex whitmorei,species,FALSE,Culex whitmorei,VectorMap,BloodMealMap,blood_meal,India,,1
9606,culiseta annulata,Homo sapiens,,,,Culiseta annulata,species,FALSE,Culiseta annulata,MapVEu,MapVEu,blood_meal,United Kingdom,,187
9606,culiseta incidens,Homo sapiens,,,,Culiseta incidens,species,FALSE,Culiseta incidens,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,culiseta inornata,Homo sapiens,,,,Culiseta inornata,species,FALSE,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,deinocerites cancer,Homo sapiens,,,,Deinocerites cancer,species,FALSE,Deinocerites cancer,VectorMap,BloodMealMap,blood_meal,Panama,,1
9606,deinocerites epitedeus,Homo sapiens,,,,Deinocerites epitedeus,species,FALSE,Deinocerites epitedeus,VectorMap,BloodMealMap,blood_meal,Panama,,1
9606,dermacentor albipictus,Homo sapiens,,,,Dermacentor albipictus,species,FALSE,Dermacentor albipictus,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,10
9606,dermacentor andersoni,Homo sapiens,,,,Dermacentor andersoni,species,FALSE,Dermacentor andersoni,VectorMap,TickMap,on_host_occurrence,United States,,16
9606,dermacentor hunteri,Homo sapiens,,,,Dermacentor hunteri,species,FALSE,Dermacentor hunteri,VectorMap,TickMap,on_host_occurrence,United States of America,,10
9606,dermacentor marginatus,Homo sapiens,,,,Dermacentor marginatus,species,FALSE,Dermacentor marginatus,VectorMap,TickMap,on_host_occurrence,Turkey,,32
9606,dermacentor niveus,Homo sapiens,,,,Dermacentor niveus,species,FALSE,Dermacentor niveus,VectorMap,TickMap,on_host_occurrence,Turkey,,21
9606,dermacentor occidentalis,Homo sapiens,,,,Dermacentor occidentalis,species,FALSE,Dermacentor occidentalis,VectorMap,TickMap,on_host_occurrence,United States of America,,16
9606,dermacentor variabilis,Homo sapiens,,,,Dermacentor variabilis,species,FALSE,Dermacentor variabilis,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,5165
9606,echidnophaga gallinacea,Homo sapiens,,,,Echidnophaga gallinacea,species,FALSE,Echidnophaga gallinacea,VectorMap,FleaMap,on_host_occurrence,United States,,1
9606,haemagogus janthinomys,Homo sapiens,,,,Haemagogus janthinomys,species,FALSE,Haemagogus janthinomys,VectorMap,BloodMealMap,blood_meal,Brazil,,10
9606,haemagogus leucocelaenus,Homo sapiens,,,,Haemagogus leucocelaenus,species,FALSE,Haemagogus leucocelaenus,VectorMap,BloodMealMap,blood_meal,Brazil,,4
9606,haemaphysalis concinna,Homo sapiens,,,,Haemaphysalis concinna,species,FALSE,Haemaphysalis concinna,VectorMap,TickMap,on_host_occurrence,Turkey,,17
9606,haemaphysalis erinacei,Homo sapiens,,,,Haemaphysalis erinacei,species,FALSE,Haemaphysalis erinacei,VectorMap,TickMap,on_host_occurrence,Turkey,,1
9606,haemaphysalis flava,Homo sapiens,,,,Haemaphysalis flava,species,FALSE,Haemaphysalis flava,VectorMap,TickMap,on_host_occurrence,South Korea,,4
9606,haemaphysalis leachi,Homo sapiens,,,,Haemaphysalis leachi,species,FALSE,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Nigeria",,2
9606,haemaphysalis leporispalustris,Homo sapiens,,,,Haemaphysalis leporispalustris,species,FALSE,Haemaphysalis leporispalustris,VectorMap,TickMap,on_host_occurrence,United States of America,,3
9606,haemaphysalis longicornis,Homo sapiens,,,,Haemaphysalis longicornis,species,FALSE,Haemaphysalis longicornis,VectorMap,TickMap,on_host_occurrence,United States of America,,8
9606,haemaphysalis paraleachi,Homo sapiens,,,,Haemaphysalis paraleachi,species,FALSE,Haemaphysalis paraleachi,VectorMap,TickMap,on_host_occurrence,Sudan,,1
9606,haemaphysalis parmata,Homo sapiens,,,,Haemaphysalis parmata,species,FALSE,Haemaphysalis parmata,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,1
9606,haemaphysalis parva,Homo sapiens,,,,Haemaphysalis parva,species,FALSE,Haemaphysalis parva,VectorMap,TickMap,on_host_occurrence,Turkey,,19
9606,haemaphysalis punctata,Homo sapiens,,,,Haemaphysalis punctata,species,FALSE,Haemaphysalis punctata,VectorMap,TickMap,on_host_occurrence,Turkey,,18
9606,haemaphysalis sulcata,Homo sapiens,,,,Haemaphysalis sulcata,species,FALSE,Haemaphysalis sulcata,VectorMap,TickMap,on_host_occurrence,Turkey,,2
9606,heizmannia kana,Homo sapiens,,,,Heizmannia kana,species,FALSE,Heizmannia kana,VectorMap,BloodMealMap,blood_meal,Japan,,1
9606,hodgesia cyptopus,Homo sapiens,,,,Hodgesia cyptopus,species,FALSE,Hodgesia cyptopus,VectorMap,BloodMealMap,blood_meal,Uganda,,1
9606,hyalomma aegyptium,Homo sapiens,,,,Hyalomma aegyptium,species,FALSE,Hyalomma aegyptium,VectorMap,TickMap,on_host_occurrence,Turkey,,25
9606,hyalomma anatolicum,Homo sapiens,,,,Hyalomma anatolicum,species,FALSE,Hyalomma anatolicum,VectorMap,TickMap,on_host_occurrence,Turkey,,27
9606,hyalomma dromedarii,Homo sapiens,,,,Hyalomma dromedarii,species,FALSE,Hyalomma dromedarii,VectorMap,TickMap,on_host_occurrence,Turkey,,13
9606,hyalomma excavatum,Homo sapiens,,,,Hyalomma excavatum,species,FALSE,Hyalomma excavatum,VectorMap,TickMap,on_host_occurrence,Turkey,,21
9606,hyalomma impeltatum,Homo sapiens,,,,Hyalomma impeltatum,species,FALSE,Hyalomma impeltatum,VectorMap,TickMap,on_host_occurrence,Algeria,,1
9606,hyalomma impressum,Homo sapiens,,,,Hyalomma impressum,species,FALSE,Hyalomma impressum,VectorMap,TickMap,on_host_occurrence,South Africa,,1
9606,hyalomma isaaci,Homo sapiens,,,,Hyalomma isaaci,species,FALSE,Hyalomma isaaci,VectorMap,TickMap,on_host_occurrence,Turkey,,10
9606,hyalomma lusitanicum,Homo sapiens,,,,Hyalomma lusitanicum,species,FALSE,Hyalomma lusitanicum,VectorMap,TickMap,on_host_occurrence,Morocco,,2
9606,hyalomma marginatum,Homo sapiens,,,,Hyalomma marginatum,species,FALSE,Hyalomma marginatum,VectorMap,TickMap,on_host_occurrence,Turkey,,71
9606,hyalomma rufipes,Homo sapiens,,,,Hyalomma rufipes,species,FALSE,Hyalomma rufipes,VectorMap,TickMap,on_host_occurrence,Turkey,,6
9606,hyalomma scupense,Homo sapiens,,,,Hyalomma scupense,species,FALSE,Hyalomma scupense,VectorMap,TickMap,on_host_occurrence,Morocco; Turkey,,55
9606,hyalomma truncatum,Homo sapiens,,,,Hyalomma truncatum,species,FALSE,Hyalomma truncatum,VectorMap,TickMap,on_host_occurrence,Nigeria,,2
9606,hyalomma turanicum,Homo sapiens,,,,Hyalomma turanicum,species,FALSE,Hyalomma turanicum,VectorMap,TickMap,on_host_occurrence,Turkey,,16
9606,ixodes affinis,Homo sapiens,,,,Ixodes affinis,species,FALSE,Ixodes affinis,VectorMap,TickMap,on_host_occurrence,United States of America,,6
9606,ixodes cavipalpus,Homo sapiens,,,,Ixodes cavipalpus,species,FALSE,Ixodes cavipalpus,VectorMap,TickMap,on_host_occurrence,Angola,,1
9606,ixodes cookei,Homo sapiens,,,,Ixodes cookei,species,FALSE,Ixodes cookei,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,73
9606,ixodes cumulatimpunctatus,Homo sapiens,,,,Ixodes cumulatimpunctatus,species,FALSE,Ixodes cumulatimpunctatus,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,1
9606,ixodes dentatus,Homo sapiens,,,,Ixodes dentatus,species,FALSE,Ixodes dentatus,VectorMap,TickMap,on_host_occurrence,United States of America,,25
9606,ixodes hexagonus,Homo sapiens,,,,Ixodes hexagonus,species,FALSE,Ixodes hexagonus,VectorMap,TickMap,on_host_occurrence,Turkey,,1
9606,ixodes laguri,Homo sapiens,,,,Ixodes laguri,species,FALSE,Ixodes laguri,VectorMap,TickMap,on_host_occurrence,Turkey,,1
9606,ixodes marxi,Homo sapiens,,,,Ixodes marxi,species,FALSE,Ixodes marxi,VectorMap,TickMap,on_host_occurrence,United States of America,,8
9606,ixodes muris,Homo sapiens,,,,Ixodes muris,species,FALSE,Ixodes muris,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,25
9606,ixodes pacificus,Homo sapiens,,,,Ixodes pacificus,species,FALSE,Ixodes pacificus,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,97
9606,ixodes rageaui,Homo sapiens,,,,Ixodes rageaui,species,FALSE,Ixodes rageaui,VectorMap,TickMap,on_host_occurrence,Kenya,,1
9606,ixodes redikorzevi,Homo sapiens,,,,Ixodes redikorzevi,species,FALSE,Ixodes redikorzevi,VectorMap,TickMap,on_host_occurrence,Turkey,,2
9606,ixodes ricinus,Homo sapiens,,,,Ixodes ricinus,species,FALSE,Ixodes ricinus,VectorMap,TickMap,on_host_occurrence,Turkey,,4
9606,ixodes scapularis,Homo sapiens,,,,Ixodes scapularis,species,FALSE,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,4737
9606,ixodes spinipalpis,Homo sapiens,,,,Ixodes spinipalpis,species,FALSE,Ixodes spinipalpis,VectorMap,TickMap,on_host_occurrence,United States of America,,24
9606,ixodes texanus,Homo sapiens,,,,Ixodes texanus,species,FALSE,Ixodes texanus,VectorMap,TickMap,on_host_occurrence,United States of America,,3
9606,limatus durhamii,Homo sapiens,,,,Limatus durhamii,species,FALSE,Limatus durhamii,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,lutzia fuscana,Homo sapiens,,,,Lutzia fuscana,species,FALSE,Lutzia fuscana,VectorMap,BloodMealMap,blood_meal,India,,1
9606,mansonia africana,Homo sapiens,,,,Mansonia africana,species,FALSE,Mansonia africana,VectorMap,BloodMealMap,blood_meal,Kenya; Tanzania; Uganda,,12
9606,mansonia bonneae,Homo sapiens,,,,Mansonia bonneae,species,FALSE,Mansonia bonneae,VectorMap,BloodMealMap,blood_meal,Malaysia,,1
9606,mansonia titillans,Homo sapiens,,,,Mansonia titillans,species,FALSE,Mansonia titillans,VectorMap,BloodMealMap,blood_meal,Brazil,,3
9606,mansonia uniformis,Homo sapiens,,,,Mansonia uniformis,species,FALSE,Mansonia uniformis,VectorMap,BloodMealMap,blood_meal,Australia; Kenya; Nigeria; Tanzania; Uganda,,10
9606,mimomyia mediolineata,Homo sapiens,,,,Mimomyia mediolineata,species,FALSE,Mimomyia mediolineata,VectorMap,BloodMealMap,blood_meal,Kenya,,1
9606,mimomyia splendens,Homo sapiens,,,,Mimomyia splendens,species,FALSE,Mimomyia splendens,VectorMap,BloodMealMap,blood_meal,Kenya,,1
9606,ochlerotatus camptorhynchus,Homo sapiens,,,,Ochlerotatus camptorhynchus,species,FALSE,Ochlerotatus camptorhynchus,MapVEu,MapVEu,blood_meal,Australia,,5
9606,ochlerotatus detritus,Homo sapiens,,,,Ochlerotatus detritus,species,FALSE,Ochlerotatus detritus,MapVEu,MapVEu,blood_meal,United Kingdom,,2
9606,ornithodoros coriaceus,Homo sapiens,,,,Ornithodoros coriaceus,species,FALSE,Ornithodoros coriaceus,VectorMap,TickMap,on_host_occurrence,United States of America,,8
9606,ornithodoros hermsi,Homo sapiens,,,,Ornithodoros hermsi,species,FALSE,Ornithodoros hermsi,VectorMap,TickMap,on_host_occurrence,United States,,6
9606,ornithodoros kelleyi,Homo sapiens,,,,Ornithodoros kelleyi,species,FALSE,Ornithodoros kelleyi,VectorMap,TickMap,on_host_occurrence,United States,,9
9606,ornithodoros moubata,Homo sapiens,,,,Ornithodoros moubata,species,FALSE,Ornithodoros moubata,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The; Kenya; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zimbabwe",,9
9606,ornithodoros parkeri,Homo sapiens,,,,Ornithodoros parkeri,species,FALSE,Ornithodoros parkeri,VectorMap,TickMap,on_host_occurrence,United States,,1
9606,ornithodoros savignyi,Homo sapiens,,,,Ornithodoros savignyi,species,FALSE,Ornithodoros savignyi,VectorMap,TickMap,on_host_occurrence,Namibia; Sudan,,3
9606,ornithodoros talaje,Homo sapiens,,,,Ornithodoros talaje,species,FALSE,Ornithodoros talaje,VectorMap,TickMap,on_host_occurrence,Guatemala; Mexico; Panama,,5
9606,oropsylla bruneri,Homo sapiens,,,,Oropsylla bruneri,species,FALSE,Oropsylla bruneri,VectorMap,FleaMap,on_host_occurrence,United States,,1
9606,otobius megnini,Homo sapiens,,,,Otobius megnini,species,FALSE,Otobius megnini,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,5
9606,psorophora albigenu,Homo sapiens,,,,Psorophora albigenu,species,FALSE,Psorophora albigenu,VectorMap,BloodMealMap,blood_meal,Brazil,,3
9606,psorophora albipes,Homo sapiens,,,,Psorophora albipes,species,FALSE,Psorophora albipes,VectorMap,BloodMealMap,blood_meal,Brazil,,1
9606,psorophora ciliata,Homo sapiens,,,,Psorophora ciliata,species,FALSE,Psorophora ciliata,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,psorophora cingulata,Homo sapiens,,,,Psorophora cingulata,species,FALSE,Psorophora cingulata,VectorMap,BloodMealMap,blood_meal,Panama,,1
9606,psorophora columbiae,Homo sapiens,,,,Psorophora columbiae,species,FALSE,Psorophora columbiae,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,psorophora confinnis,Homo sapiens,,,,Psorophora confinnis,species,FALSE,Psorophora confinnis,VectorMap,BloodMealMap,blood_meal,Unites States,,2
9606,psorophora discolor,Homo sapiens,,,,Psorophora discolor,species,FALSE,Psorophora discolor,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,psorophora ferox,Homo sapiens,,,,Psorophora ferox,species,FALSE,Psorophora ferox,VectorMap,BloodMealMap,blood_meal,Brazil; Unites States,,8
9606,psorophora signipennis,Homo sapiens,,,,Psorophora signipennis,species,FALSE,Psorophora signipennis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,psorophora toltecum,Homo sapiens,,,,Psorophora toltecum,species,FALSE,Psorophora toltecum,VectorMap,BloodMealMap,blood_meal,Unites States,,1
9606,rhipicentor bicornis,Homo sapiens,,,,Rhipicentor bicornis,species,FALSE,Rhipicentor bicornis,VectorMap,TickMap,on_host_occurrence,Zambia,,1
9606,rhipicephalus annulatus,Homo sapiens,,,,Rhipicephalus annulatus,species,FALSE,Rhipicephalus annulatus,VectorMap,TickMap,on_host_occurrence,Turkey,,7
9606,rhipicephalus appendiculatus,Homo sapiens,,,,Rhipicephalus appendiculatus,species,FALSE,Rhipicephalus appendiculatus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
9606,rhipicephalus bursa,Homo sapiens,,,,Rhipicephalus bursa,species,FALSE,Rhipicephalus bursa,VectorMap,TickMap,on_host_occurrence,Turkey,,66
9606,rhipicephalus dux,Homo sapiens,,,,Rhipicephalus dux,species,FALSE,Rhipicephalus dux,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
9606,rhipicephalus lunulatus,Homo sapiens,,,,Rhipicephalus lunulatus,species,FALSE,Rhipicephalus lunulatus,VectorMap,TickMap,on_host_occurrence,Sierra Leone,,1
9606,rhipicephalus muhsamae,Homo sapiens,,,,Rhipicephalus muhsamae,species,FALSE,Rhipicephalus muhsamae,VectorMap,TickMap,on_host_occurrence,Nigeria,,1
9606,rhipicephalus planus,Homo sapiens,,,,Rhipicephalus planus,species,FALSE,Rhipicephalus planus,VectorMap,TickMap,on_host_occurrence,"Tanzania, United Republic of",,1
9606,rhipicephalus pravus,Homo sapiens,,,,Rhipicephalus pravus,species,FALSE,Rhipicephalus pravus,VectorMap,TickMap,on_host_occurrence,Sudan,,2
9606,rhipicephalus pulchellus,Homo sapiens,,,,Rhipicephalus pulchellus,species,FALSE,Rhipicephalus pulchellus,VectorMap,TickMap,on_host_occurrence,Kenya,,3
9606,rhipicephalus sanguineus,Homo sapiens,,,,Rhipicephalus sanguineus,species,FALSE,Rhipicephalus sanguineus,VectorMap,TickMap,on_host_occurrence,"Algeria; Burkina Faso; Central African Republic; Congo, The Democratic Republic of The; Cote D'Ivoire; Kenya; Senegal; Sierra Leone; Sudan; Turkey; United States; United States of America; Zimbabwe",,174
