matched_who_host,vector_species_analysis,vector_species_needs_review,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,record_count
Haemorhous mexicanus,Coquillettidia perturbans,FALSE,30427,aves,passeriformes,fringillidae,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Haemorhous mexicanus,Culex erraticus,FALSE,30427,aves,passeriformes,fringillidae,Culex erraticus,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Haemorhous mexicanus,Culex molestus,FALSE,30427,aves,passeriformes,fringillidae,Culex molestus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Haemorhous mexicanus,Culex pipiens,FALSE,30427,aves,passeriformes,fringillidae,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,8
Haemorhous mexicanus,Culex quinquefasciatus,FALSE,30427,aves,passeriformes,fringillidae,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,5
Haemorhous mexicanus,Culex restuans,FALSE,30427,aves,passeriformes,fringillidae,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Haemorhous mexicanus,Culex stigmatosoma,FALSE,30427,aves,passeriformes,fringillidae,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Haemorhous mexicanus,Culex tarsalis,FALSE,30427,aves,passeriformes,fringillidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,7
Haemorhous mexicanus,Culex thriambus,FALSE,30427,aves,passeriformes,fringillidae,Culex thriambus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Haemorhous mexicanus,Culiseta melanura,FALSE,30427,aves,passeriformes,fringillidae,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Haemorhous mexicanus,Ixodes pacificus,FALSE,30427,aves,passeriformes,fringillidae,Ixodes pacificus,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Haemorhous mexicanus,Ixodes scapularis,FALSE,30427,aves,passeriformes,fringillidae,Ixodes scapularis,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Herpestes ichneumon,Amblyomma variegatum,FALSE,9700,mammalia,carnivora,herpestidae,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,Senegal,,1
Herpestes ichneumon,Haemaphysalis leachi,FALSE,9700,mammalia,carnivora,herpestidae,Haemaphysalis leachi,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,2
Herpestes ichneumon,Haemaphysalis rugosa,FALSE,9700,mammalia,carnivora,herpestidae,Haemaphysalis rugosa,VectorMap,TickMap,on_host_occurrence,Senegal,,1
Herpestes ichneumon,Haemaphysalis spinulosa,FALSE,9700,mammalia,carnivora,herpestidae,Haemaphysalis spinulosa,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,2
Herpestes ichneumon,Ixodes hexagonus,FALSE,9700,mammalia,carnivora,herpestidae,Ixodes hexagonus,VectorMap,TickMap,on_host_occurrence,Morocco,,1
Herpestes ichneumon,Ixodes rasus,FALSE,9700,mammalia,carnivora,herpestidae,Ixodes rasus,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Herpestes ichneumon,Rhipicephalus sanguineus,FALSE,9700,mammalia,carnivora,herpestidae,Rhipicephalus sanguineus,VectorMap,TickMap,on_host_occurrence,Senegal; Sudan,,2
Heteromys anomalus,Ctenocephalides felis,FALSE,348153,mammalia,rodentia,heteromyidae,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,Venezuela,,1
Himantopus himantopus,Rhipicephalus longus,FALSE,225398,aves,charadriiformes,recurvirostridae,Rhipicephalus longus,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Hipposideros caffer,Ixodes vespertilionis,FALSE,302402,mammalia,chiroptera,hipposideridae,Ixodes vespertilionis,VectorMap,TickMap,on_host_occurrence,South Africa,,2
Hirundo rustica,Culex modestus,FALSE,43150,aves,passeriformes,hirundinidae,Culex modestus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Czechia; United Kingdom,,5
Hirundo rustica,Culex pipiens,FALSE,43150,aves,passeriformes,hirundinidae,Culex pipiens,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Czechia; United Kingdom; Unites States,,14
Hirundo rustica,Culex tarsalis,FALSE,43150,aves,passeriformes,hirundinidae,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Hirundo rustica,Culex thriambus,FALSE,43150,aves,passeriformes,hirundinidae,Culex thriambus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Hirundo rustica,Culiseta melanura,FALSE,43150,aves,passeriformes,hirundinidae,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedeomyia africana,FALSE,9606,,,,Aedeomyia africana,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Homo sapiens,Aedes aegypti,FALSE,9606,,,,Aedes aegypti,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Grenada; Thailand; Unites States,,41
Homo sapiens,Aedes africanus,FALSE,9606,,,,Aedes africanus,VectorMap,BloodMealMap,blood_meal,Uganda,,2
Homo sapiens,Aedes albopictus,FALSE,9606,,,,Aedes albopictus,VectorMap,BloodMealMap,blood_meal,Brazil; Japan; Malaysia; Singapore; Thailand; Unites States,,24
Homo sapiens,Aedes apicoargenteus,FALSE,9606,,,,Aedes apicoargenteus,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Aedes atlanticus,FALSE,9606,,,,Aedes atlanticus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes aureostriatus,FALSE,9606,,,,Aedes aureostriatus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Homo sapiens,Aedes aurifer,FALSE,9606,,,,Aedes aurifer,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes camptorhynchus,FALSE,9606,,,,Aedes camptorhynchus,VectorMap,BloodMealMap,blood_meal,Australia,,2
Homo sapiens,Aedes canadensis,FALSE,9606,,,,Aedes canadensis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes cantans,FALSE,9606,,,,Aedes cantans,VectorMap,BloodMealMap,blood_meal,United Kingdom,,1
Homo sapiens,Aedes cantator,FALSE,9606,,,,Aedes cantator,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Homo sapiens,Aedes caspius,FALSE,9606,,,,Aedes caspius,VectorMap,BloodMealMap,blood_meal,Egypt; Iran; Russia; Serbia,,5
Homo sapiens,Aedes cataphylla,FALSE,9606,,,,Aedes cataphylla,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes cinereus,FALSE,9606,,,,Aedes cinereus,VectorMap,BloodMealMap,blood_meal,Russia; Unites States,,2
Homo sapiens,Aedes circumluteolum,FALSE,9606,,,,Aedes circumluteolum,VectorMap,BloodMealMap,blood_meal,Kenya; Tanzania,,2
Homo sapiens,Aedes crinifer,FALSE,9606,,,,Aedes crinifer,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Homo sapiens,Aedes detritus,FALSE,9606,,,,Aedes detritus,VectorMap,BloodMealMap,blood_meal,United Kingdom,,1
Homo sapiens,Aedes dorsalis,FALSE,9606,,,,Aedes dorsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Homo sapiens,Aedes excrucians,FALSE,9606,,,,Aedes excrucians,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes flavescens,FALSE,9606,,,,Aedes flavescens,VectorMap,BloodMealMap,blood_meal,Russia,,1
Homo sapiens,Aedes flavopictus,FALSE,9606,,,,Aedes flavopictus,VectorMap,BloodMealMap,blood_meal,Japan,,2
Homo sapiens,Aedes fluviatilis,FALSE,9606,,,,Aedes fluviatilis,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Homo sapiens,Aedes hendersoni,FALSE,9606,,,,Aedes hendersoni,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes hirsutus,FALSE,9606,,,,Aedes hirsutus,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal,,2
Homo sapiens,Aedes implicatus,FALSE,9606,,,,Aedes implicatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes increpitus,FALSE,9606,,,,Aedes increpitus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes ingrami,FALSE,9606,,,,Aedes ingrami,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Aedes japonicus,FALSE,9606,,,,Aedes japonicus,VectorMap,BloodMealMap,blood_meal,Belgium; Japan; Switzerland; Unites States,,6
Homo sapiens,Aedes koreicus,FALSE,9606,,,,Aedes koreicus,VectorMap,BloodMealMap,blood_meal,Hungary,,1
Homo sapiens,Aedes lineatopennis,FALSE,9606,,,,Aedes lineatopennis,VectorMap,BloodMealMap,blood_meal,Kenya; South Africa,,3
Homo sapiens,Aedes mcintoshi,FALSE,9606,,,,Aedes mcintoshi,VectorMap,BloodMealMap,blood_meal,Kenya,,2
Homo sapiens,Aedes nigerrimus,FALSE,9606,,,,Aedes nigerrimus,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Aedes nigromaculis,FALSE,9606,,,,Aedes nigromaculis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes nipponicus,FALSE,9606,,,,Aedes nipponicus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Homo sapiens,Aedes notoscriptus,FALSE,9606,,,,Aedes notoscriptus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia,,3
Homo sapiens,Aedes ochraceus,FALSE,9606,,,,Aedes ochraceus,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal,,2
Homo sapiens,Aedes riversi,FALSE,9606,,,,Aedes riversi,VectorMap,BloodMealMap,blood_meal,Japan,,3
Homo sapiens,Aedes scapularis,FALSE,9606,,,,Aedes scapularis,VectorMap,BloodMealMap,blood_meal,Brazil,,6
Homo sapiens,Aedes serratus,FALSE,9606,,,,Aedes serratus,VectorMap,BloodMealMap,blood_meal,Brazil; Trinidad & Tobago,,5
Homo sapiens,Aedes sierrensis,FALSE,9606,,,,Aedes sierrensis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes sollicitans,FALSE,9606,,,,Aedes sollicitans,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Homo sapiens,Aedes sticticus,FALSE,9606,,,,Aedes sticticus,VectorMap,BloodMealMap,blood_meal,Hungary; Unites States,,2
Homo sapiens,Aedes stimulans,FALSE,9606,,,,Aedes stimulans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes sudanensis,FALSE,9606,,,,Aedes sudanensis,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal,,2
Homo sapiens,Aedes taeniorhynchus,FALSE,9606,,,,Aedes taeniorhynchus,VectorMap,BloodMealMap,blood_meal,Brazil; Ecuador; Puerto Rico; Unites States,,7
Homo sapiens,Aedes taylori,FALSE,9606,,,,Aedes taylori,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Homo sapiens,Aedes terrens,FALSE,9606,,,,Aedes terrens,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Aedes thibaulti,FALSE,9606,,,,Aedes thibaulti,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Aedes tortilis,FALSE,9606,,,,Aedes tortilis,VectorMap,BloodMealMap,blood_meal,Puerto Rico,,1
Homo sapiens,Aedes triseriatus,FALSE,9606,,,,Aedes triseriatus,VectorMap,BloodMealMap,blood_meal,Unites States,,5
Homo sapiens,Aedes trivittatus,FALSE,9606,,,,Aedes trivittatus,VectorMap,BloodMealMap,blood_meal,Unites States,,7
Homo sapiens,Aedes vexans,FALSE,9606,,,,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Hungary; Russia; Serbia; Switzerland; Unites States,,18
Homo sapiens,Aedes vigilax,FALSE,9606,,,,Aedes vigilax,VectorMap,BloodMealMap,blood_meal,Australia,,3
Homo sapiens,Aedes vittatus,FALSE,9606,,,,Aedes vittatus,VectorMap,BloodMealMap,blood_meal,Kenya; Nigeria,,2
Homo sapiens,Aedes vittiger,FALSE,9606,,,,Aedes vittiger,VectorMap,BloodMealMap,blood_meal,Australia,,1
Homo sapiens,Amblyomma americanum,FALSE,9606,,,,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,14543
Homo sapiens,Amblyomma cajennense,FALSE,9606,,,,Amblyomma cajennense,VectorMap,TickMap,on_host_occurrence,Honduras,,1
Homo sapiens,Amblyomma maculatum,FALSE,9606,,,,Amblyomma maculatum,VectorMap,TickMap,on_host_occurrence,United States; United States of America,,180
Homo sapiens,Amblyomma marmoreum,FALSE,9606,,,,Amblyomma marmoreum,VectorMap,TickMap,on_host_occurrence,Angola,,1
Homo sapiens,Amblyomma nuttalli,FALSE,9606,,,,Amblyomma nuttalli,VectorMap,TickMap,on_host_occurrence,Central African Republic; Cote D'Ivoire,,8
Homo sapiens,Amblyomma parvum,FALSE,9606,,,,Amblyomma parvum,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Homo sapiens,Amblyomma paulopunctatum,FALSE,9606,,,,Amblyomma paulopunctatum,VectorMap,TickMap,on_host_occurrence,Cote D'Ivoire,,2
Homo sapiens,Amblyomma tholloni,FALSE,9606,,,,Amblyomma tholloni,VectorMap,TickMap,on_host_occurrence,Burkina Faso,,1
Homo sapiens,Amblyomma variegatum,FALSE,9606,,,,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,Burkina Faso; Central African Republic; Cote D'Ivoire; Guinea; Guinea-Bissau; Mali; Senegal; Sudan,,11
Homo sapiens,Anopheles <genus>,FALSE,9606,,,,Anopheles <genus>,MapVEu,MapVEu,blood_meal,Botswana,,7
Homo sapiens,Anopheles albimanus,FALSE,9606,,,,Anopheles albimanus,VectorMap,BloodMealMap,blood_meal,Belize,,1
Homo sapiens,Anopheles albitarsis,FALSE,9606,,,,Anopheles albitarsis,VectorMap,BloodMealMap,blood_meal,Brazil,,4
Homo sapiens,Anopheles amictus,FALSE,9606,,,,Anopheles amictus,VectorMap,BloodMealMap,blood_meal,Australia,,1
Homo sapiens,Anopheles annularis,FALSE,9606,,,,Anopheles annularis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Cambodia; India; Pakistan,,3
Homo sapiens,Anopheles annulipes,FALSE,9606,,,,Anopheles annulipes,VectorMap,BloodMealMap,blood_meal,Australia,,3
Homo sapiens,Anopheles arabiensis,FALSE,9606,,,,Anopheles arabiensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Botswana; Ethiopia; Ghana; Kenya; Madagascar; Namibia; Zambia,,203
Homo sapiens,Anopheles atroparvus,FALSE,9606,,,,Anopheles atroparvus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,ESP; United Kingdom,,29
Homo sapiens,Anopheles bancroftii,FALSE,9606,,,,Anopheles bancroftii,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Papua New Guinea,,7
Homo sapiens,Anopheles claviger,FALSE,9606,,,,Anopheles claviger,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Iran; Russia; United Kingdom,,3
Homo sapiens,Anopheles coluzzii,FALSE,9606,,,,Anopheles coluzzii,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ghana,,10
Homo sapiens,Anopheles coustani,FALSE,9606,,,,Anopheles coustani,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ethiopia; Kenya; Madagascar; Uganda,,235
Homo sapiens,Anopheles crawfordi,FALSE,9606,,,,Anopheles crawfordi,MapVEu,MapVEu,blood_meal,Cambodia,,1
Homo sapiens,Anopheles crucians,FALSE,9606,,,,Anopheles crucians,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Homo sapiens,Anopheles cruzii,FALSE,9606,,,,Anopheles cruzii,VectorMap,BloodMealMap,blood_meal,Brazil,,3
Homo sapiens,Anopheles culicifacies,FALSE,9606,,,,Anopheles culicifacies,VectorMap,BloodMealMap,blood_meal,India; Pakistan,,3
Homo sapiens,Anopheles darlingi,FALSE,9606,,,,Anopheles darlingi,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Belize; Brazil; Peru,,4421
Homo sapiens,Anopheles dirus,FALSE,9606,,,,Anopheles dirus,MapVEu,MapVEu,blood_meal,Cambodia,,2
Homo sapiens,Anopheles evansae,FALSE,9606,,,,Anopheles evansae,VectorMap,BloodMealMap,blood_meal,Brazil,,3
Homo sapiens,Anopheles farauti,FALSE,9606,,,,Anopheles farauti,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Papua New Guinea,,633
Homo sapiens,Anopheles farauti No. 4,TRUE,9606,,,,Anopheles farauti No. 4,MapVEu,MapVEu,blood_meal,Papua New Guinea,vector_infraspecific,238
Homo sapiens,Anopheles fluviatilis,FALSE,9606,,,,Anopheles fluviatilis,VectorMap,BloodMealMap,blood_meal,India; Iran; Pakistan,,3
Homo sapiens,Anopheles freeborni,FALSE,9606,,,,Anopheles freeborni,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Homo sapiens,Anopheles funestus,FALSE,9606,,,,Anopheles funestus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Central African Republic; Kenya; Madagascar; Tanzania; Zambia; Zimbabwe,,35
Homo sapiens,Anopheles gambiae,FALSE,9606,,,,Anopheles gambiae,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ghana; Kenya; Senegal; Tanzania; Zambia,,31
Homo sapiens,Anopheles garnhami,FALSE,9606,,,,Anopheles garnhami,VectorMap,BloodMealMap,blood_meal,Ethiopia,,3
Homo sapiens,Anopheles hinesorum,FALSE,9606,,,,Anopheles hinesorum,MapVEu,MapVEu,blood_meal,Papua New Guinea,,6
Homo sapiens,Anopheles hyrcanus,FALSE,9606,,,,Anopheles hyrcanus,VectorMap,BloodMealMap,blood_meal,Iran; Serbia,,4
Homo sapiens,Anopheles implexus,FALSE,9606,,,,Anopheles implexus,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Anopheles koliensis,FALSE,9606,,,,Anopheles koliensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Papua New Guinea,,41
Homo sapiens,Anopheles leesoni,FALSE,9606,,,,Anopheles leesoni,MapVEu,MapVEu,blood_meal,Zambia,,1
Homo sapiens,Anopheles longipalpis,FALSE,9606,,,,Anopheles longipalpis,MapVEu,MapVEu,blood_meal,Botswana,,31
Homo sapiens,Anopheles longirostris,FALSE,9606,,,,Anopheles longirostris,MapVEu,MapVEu,blood_meal,Papua New Guinea,,75
Homo sapiens,Anopheles maculipalpis,FALSE,9606,,,,Anopheles maculipalpis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,69
Homo sapiens,Anopheles maculipennis,FALSE,9606,,,,Anopheles maculipennis,VectorMap,BloodMealMap,blood_meal,Iran; Serbia; Switzerland,,4
Homo sapiens,Anopheles maculipennis sensu lato BTLHVDV-2014,TRUE,9606,,,,Anopheles maculipennis sensu lato BTLHVDV-2014,MapVEu,MapVEu,blood_meal,United Kingdom,vector_sensu_lato,281
Homo sapiens,Anopheles marajoara,FALSE,9606,,,,Anopheles marajoara,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Homo sapiens,Anopheles marshalli,FALSE,9606,,,,Anopheles marshalli,VectorMap,BloodMealMap,blood_meal,Ethiopia,,3
Homo sapiens,Anopheles mascarensis,FALSE,9606,,,,Anopheles mascarensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,24
Homo sapiens,Anopheles messeae,FALSE,9606,,,,Anopheles messeae,VectorMap,BloodMealMap,blood_meal,Russia,,1
Homo sapiens,Anopheles messeae x Anopheles daciae,TRUE,9606,,,,Anopheles messeae x Anopheles daciae,MapVEu,MapVEu,blood_meal,United Kingdom,vector_hybrid,35
Homo sapiens,Anopheles moucheti,FALSE,9606,,,,Anopheles moucheti,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Anopheles multicolor,FALSE,9606,,,,Anopheles multicolor,VectorMap,BloodMealMap,blood_meal,Egypt,,1
Homo sapiens,Anopheles nigerrimus,FALSE,9606,,,,Anopheles nigerrimus,VectorMap,BloodMealMap,blood_meal,Pakistan,,1
Homo sapiens,Anopheles nuneztovari,FALSE,9606,,,,Anopheles nuneztovari,VectorMap,BloodMealMap,blood_meal,Brazil,,3
Homo sapiens,Anopheles paludis,FALSE,9606,,,,Anopheles paludis,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Anopheles parensis,FALSE,9606,,,,Anopheles parensis,MapVEu,MapVEu,blood_meal,Botswana,,16
Homo sapiens,Anopheles peryassui,FALSE,9606,,,,Anopheles peryassui,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Anopheles pharoensis,FALSE,9606,,,,Anopheles pharoensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Egypt; Ethiopia; Kenya; Senegal; Tanzania,,7
Homo sapiens,Anopheles plumbeus,FALSE,9606,,,,Anopheles plumbeus,VectorMap,BloodMealMap,blood_meal,Iran; Switzerland,,2
Homo sapiens,Anopheles pretoriensis,FALSE,9606,,,,Anopheles pretoriensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,3
Homo sapiens,Anopheles punctimacula,FALSE,9606,,,,Anopheles punctimacula,VectorMap,BloodMealMap,blood_meal,Belize,,1
Homo sapiens,Anopheles punctipennis,FALSE,9606,,,,Anopheles punctipennis,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Homo sapiens,Anopheles punctulatus,FALSE,9606,,,,Anopheles punctulatus,MapVEu,MapVEu,blood_meal,Papua New Guinea,,110
Homo sapiens,Anopheles quadriannulatus,FALSE,9606,,,,Anopheles quadriannulatus,MapVEu,MapVEu,blood_meal,Botswana; Namibia,,5
Homo sapiens,Anopheles quadrimaculatus,FALSE,9606,,,,Anopheles quadrimaculatus,VectorMap,BloodMealMap,blood_meal,Unites States,,4
Homo sapiens,Anopheles rampae,FALSE,9606,,,,Anopheles rampae,MapVEu,MapVEu,blood_meal,Cambodia,,1
Homo sapiens,Anopheles rufipes,FALSE,9606,,,,Anopheles rufipes,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,45
Homo sapiens,Anopheles saperoi,FALSE,9606,,,,Anopheles saperoi,VectorMap,BloodMealMap,blood_meal,Japan,,1
Homo sapiens,Anopheles sergentii,FALSE,9606,,,,Anopheles sergentii,VectorMap,BloodMealMap,blood_meal,Egypt,,1
Homo sapiens,Anopheles squamosus,FALSE,9606,,,,Anopheles squamosus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,73
Homo sapiens,Anopheles stephensi,FALSE,9606,,,,Anopheles stephensi,VectorMap,BloodMealMap,blood_meal,Iran,,1
Homo sapiens,Anopheles strodei,FALSE,9606,,,,Anopheles strodei,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Anopheles superpictus,FALSE,9606,,,,Anopheles superpictus,VectorMap,BloodMealMap,blood_meal,Iran,,1
Homo sapiens,Anopheles tenebrosus,FALSE,9606,,,,Anopheles tenebrosus,VectorMap,BloodMealMap,blood_meal,Ethiopia,,1
Homo sapiens,Anopheles triannulatus,FALSE,9606,,,,Anopheles triannulatus,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Homo sapiens,Anopheles vagus,FALSE,9606,,,,Anopheles vagus,MapVEu,MapVEu,blood_meal,Cambodia,,1
Homo sapiens,Anopheles varuna,FALSE,9606,,,,Anopheles varuna,VectorMap,BloodMealMap,blood_meal,India,,1
Homo sapiens,Anopheles vestitipennis,FALSE,9606,,,,Anopheles vestitipennis,VectorMap,BloodMealMap,blood_meal,Belize,,3
Homo sapiens,Anopheles wellcomei,FALSE,9606,,,,Anopheles wellcomei,VectorMap,BloodMealMap,blood_meal,Tanzania,,1
Homo sapiens,Argas brumpti,FALSE,9606,,,,Argas brumpti,VectorMap,TickMap,on_host_occurrence,Zimbabwe,,2
Homo sapiens,Argas confusus,FALSE,9606,,,,Argas confusus,VectorMap,TickMap,on_host_occurrence,South Africa,,1
Homo sapiens,Argas reflexus,FALSE,9606,,,,Argas reflexus,VectorMap,TickMap,on_host_occurrence,United States,,1
Homo sapiens,Armigeres subalbatus,FALSE,9606,,,,Armigeres subalbatus,VectorMap,BloodMealMap,blood_meal,Japan,,3
Homo sapiens,Chagasia fajardi,FALSE,9606,,,,Chagasia fajardi,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Homo sapiens,Coquillettidia aurites,FALSE,9606,,,,Coquillettidia aurites,VectorMap,BloodMealMap,blood_meal,Kenya; Uganda,,2
Homo sapiens,Coquillettidia fraseri,FALSE,9606,,,,Coquillettidia fraseri,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Coquillettidia fuscopennata,FALSE,9606,,,,Coquillettidia fuscopennata,VectorMap,BloodMealMap,blood_meal,Uganda,,2
Homo sapiens,Coquillettidia karandalaensis,FALSE,9606,,,,Coquillettidia karandalaensis,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Homo sapiens,Coquillettidia linealis,FALSE,9606,,,,Coquillettidia linealis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia,,3
Homo sapiens,Coquillettidia maculipennis,FALSE,9606,,,,Coquillettidia maculipennis,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Coquillettidia metallica,FALSE,9606,,,,Coquillettidia metallica,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Homo sapiens,Coquillettidia perturbans,FALSE,9606,,,,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Homo sapiens,Coquillettidia pseudoconopas,FALSE,9606,,,,Coquillettidia pseudoconopas,VectorMap,BloodMealMap,blood_meal,Uganda,,2
Homo sapiens,Coquillettidia richiardii,FALSE,9606,,,,Coquillettidia richiardii,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Hungary; Serbia; United Kingdom,,6
Homo sapiens,Coquillettidia shannoni,FALSE,9606,,,,Coquillettidia shannoni,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Homo sapiens,Coquillettidia venezuelensis,FALSE,9606,,,,Coquillettidia venezuelensis,VectorMap,BloodMealMap,blood_meal,Brazil; Panama,,4
Homo sapiens,Ctenocephalides canis,FALSE,9606,,,,Ctenocephalides canis,VectorMap,FleaMap,on_host_occurrence,Guatemala; United States,,6
Homo sapiens,Ctenocephalides felis,FALSE,9606,,,,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,"Brazil; Liberia; Trinidad And Tobago; Tunisia; United States; Virgin Islands, U.S",,32
Homo sapiens,Culex <subgenus>,FALSE,9606,,,,Culex <subgenus>,MapVEu,MapVEu,blood_meal,United Kingdom,,1
Homo sapiens,Culex annulioris,FALSE,9606,,,,Culex annulioris,VectorMap,BloodMealMap,blood_meal,Kenya; Uganda,,3
Homo sapiens,Culex annulirostris,FALSE,9606,,,,Culex annulirostris,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia; Papua New Guinea,,26
Homo sapiens,Culex antennatus,FALSE,9606,,,,Culex antennatus,VectorMap,BloodMealMap,blood_meal,Egypt; Kenya; Senegal; Uganda,,6
