raw_host_label,source_field,scientific_name_clean,host_binomial,host_infraspecific_epithet,host_authorship_year_suffix,host_canonicalization_flag,review_bucket,package_check_target,suggested_who_host,fuzzy_score,reason_flag,row_count
Spermophilus spilosoma_Bennett 1833,host_scientific_name,Spermophilus spilosoma Bennett 1833,Spermophilus spilosoma,,Bennett 1833,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_binomialization,3
Spermophilus variegatus buckleyi_Slack 1861,host_scientific_name,Spermophilus variegatus buckleyi Slack 1861,Spermophilus variegatus,buckleyi,Slack 1861,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.7391304347826086,needs_binomialization,3
Sphecotheres vieilloti,host_scientific_name,Sphecotheres vieilloti,Sphecotheres vieilloti,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.41666666666666663,needs_manual_synonym_map,3
Spinus psaltria,host_scientific_name,Spinus psaltria,Spinus psaltria,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6,needs_manual_synonym_map,3
Sus barbatus,host_scientific_name,Sus barbatus,Sus barbatus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.41666666666666663,needs_manual_synonym_map,3
Tamias siskiyou_A. H. Howell 1922,host_scientific_name,Tamias siskiyou A. H. Howell 1922,Tamias siskiyou,,A. H. Howell 1922,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.625,needs_binomialization,3
Thalpomys lasiotis_Thomas 1916,host_scientific_name,Thalpomys lasiotis Thomas 1916,Thalpomys lasiotis,,Thomas 1916,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_binomialization,3
Thylamys velutinus_Wagner 1842,host_scientific_name,Thylamys velutinus Wagner 1842,Thylamys velutinus,,Wagner 1842,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5,needs_binomialization,3
Turdoides bicolor,host_scientific_name,Turdoides bicolor,Turdoides bicolor,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_manual_synonym_map,3
Turdus albicollis,host_scientific_name,Turdus albicollis,Turdus albicollis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5882352941176471,needs_manual_synonym_map,3
Turdus pelios,host_scientific_name,Turdus pelios,Turdus pelios,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.7142857142857143,needs_manual_synonym_map,3
Tympanuchus phasianellus,host_scientific_name,Tympanuchus phasianellus,Tympanuchus phasianellus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,3
Tyrannus verticalis,host_scientific_name,Tyrannus verticalis,Tyrannus verticalis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.47619047619047616,needs_manual_synonym_map,3
Vireo flavifrons,host_scientific_name,Vireo flavifrons,Vireo flavifrons,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5625,needs_manual_synonym_map,3
Viverra tangalunga_Gray 1832,host_scientific_name,Viverra tangalunga Gray 1832,Viverra tangalunga,,Gray 1832,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.3913043478260869,needs_binomialization,3
Wiedomys pyrrhorhinos_Wied-Neuwied 1821,host_scientific_name,Wiedomys pyrrhorhinos Wied-Neuwied 1821,Wiedomys pyrrhorhinos,,Wied-Neuwied 1821,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.47619047619047616,needs_binomialization,3
Zhangixalus viridis,host_scientific_name,Zhangixalus viridis,Zhangixalus viridis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.44999999999999996,needs_manual_synonym_map,3
lontra canadensis,host_scientific_name,lontra canadensis,lontra canadensis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.47058823529411764,needs_manual_synonym_map,3
Acomys cineraceus_Heuglin 1877,host_scientific_name,Acomys cineraceus Heuglin 1877,Acomys cineraceus,,Heuglin 1877,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6470588235294117,needs_binomialization,2
Acomys spinosissimus_Peters 1852,host_scientific_name,Acomys spinosissimus Peters 1852,Acomys spinosissimus,,Peters 1852,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.55,needs_binomialization,2
Acridotheres tristis,host_scientific_name,Acridotheres tristis,Acridotheres tristis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6,needs_manual_synonym_map,2
Acrocephalus scirpaceus,host_scientific_name,Acrocephalus scirpaceus,Acrocephalus scirpaceus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6086956521739131,needs_manual_synonym_map,2
Agelastes niger,host_scientific_name,Agelastes niger,Agelastes niger,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5882352941176471,needs_manual_synonym_map,2
Allactaga tetradactyla_Lichtenstein 1823,host_scientific_name,Allactaga tetradactyla Lichtenstein 1823,Allactaga tetradactyla,,Lichtenstein 1823,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5454545454545454,needs_binomialization,2
Anthus pratensis,host_scientific_name,Anthus pratensis,Anthus pratensis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.625,needs_manual_synonym_map,2
Ardeotis arabs,host_scientific_name,Ardeotis arabs,Ardeotis arabs,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
Arvicanthis abyssinicus_Rüppell 1842,host_scientific_name,Arvicanthis abyssinicus Rüppell 1842,Arvicanthis abyssinicus,,Rüppell 1842,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6956521739130435,needs_binomialization,2
Bdeogale nigripes_Pucheran 1855,host_scientific_name,Bdeogale nigripes Pucheran 1855,Bdeogale nigripes,,Pucheran 1855,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5882352941176471,needs_binomialization,2
Berylmys mackenzei,host_scientific_name,Berylmys mackenzei,Berylmys mackenzei,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
"Boiga blandingii (HALLOWELL, 1844)",host_scientific_name,"Boiga blandingii (HALLOWELL, 1844)",Boiga blandingii,,"(HALLOWELL, 1844)",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4375,needs_binomialization,2
Bostrychus sinensis,host_scientific_name,Bostrychus sinensis,Bostrychus sinensis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.55,needs_manual_synonym_map,2
Buergeria japonica,host_scientific_name,Buergeria japonica,Buergeria japonica,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_manual_synonym_map,2
Callosciurus nigrovittatus_Horsfield 1823,host_scientific_name,Callosciurus nigrovittatus Horsfield 1823,Callosciurus nigrovittatus,,Horsfield 1823,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5769230769230769,needs_binomialization,2
Calomyscus bailwardi Thomas 1905,host_scientific_name,Calomyscus bailwardi Thomas 1905,Calomyscus bailwardi,,Thomas 1905,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.55,needs_binomialization,2
Catharus fuscater,host_scientific_name,Catharus fuscater,Catharus fuscater,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.736842105263158,needs_manual_synonym_map,2
Cavia aperea_Erxleben 1777,host_scientific_name,Cavia aperea Erxleben 1777,Cavia aperea,,Erxleben 1777,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5333333333333333,needs_binomialization,2
Cebus capucinus_Linnaeus 1758,host_scientific_name,Cebus capucinus Linnaeus 1758,Cebus capucinus,,Linnaeus 1758,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5333333333333333,needs_binomialization,2
Cecropis abyssinica,host_scientific_name,Cecropis abyssinica,Cecropis abyssinica,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5789473684210527,needs_manual_synonym_map,2
Cephalophus harveyi,host_scientific_name,Cephalophus harveyi,Cephalophus harveyi,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_manual_synonym_map,2
Cephalophus nigrifons,host_scientific_name,Cephalophus nigrifons,Cephalophus nigrifons,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_manual_synonym_map,2
Cephalophus nigrifrons nigrifrons_Gray 1871,host_scientific_name,Cephalophus nigrifrons nigrifrons Gray 1871,Cephalophus nigrifrons,nigrifrons,Gray 1871,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_binomialization,2
Cephalophus silvicultor_Afzelius 1815,host_scientific_name,Cephalophus silvicultor Afzelius 1815,Cephalophus silvicultor,,Afzelius 1815,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6086956521739131,needs_binomialization,2
Cercopithecus cephus_Linnaeus 1758,host_scientific_name,Cercopithecus cephus Linnaeus 1758,Cercopithecus cephus,,Linnaeus 1758,authorship_or_suffix,manual_crosswalk_candidate,TRUE,Cercopithecus ascanius,0.773,needs_binomialization,2
Coccothraustes coccothraustes,host_scientific_name,Coccothraustes coccothraustes,Coccothraustes coccothraustes,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4482758620689655,needs_manual_synonym_map,2
Coccyzus erythropthalmus,host_scientific_name,Coccyzus erythropthalmus,Coccyzus erythropthalmus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5416666666666667,needs_manual_synonym_map,2
Coluber constrictor,host_scientific_name,Coluber constrictor,Coluber constrictor,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.368421052631579,needs_manual_synonym_map,2
Columba oenas,host_scientific_name,Columba oenas,Columba oenas,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6428571428571428,needs_manual_synonym_map,2
Columbina passerina,host_scientific_name,Columbina passerina,Columbina passerina,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5263157894736843,needs_manual_synonym_map,2
Conopophaga melanops,host_scientific_name,Conopophaga melanops,Conopophaga melanops,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
Corvus albus,host_scientific_name,Corvus albus,Corvus albus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_manual_synonym_map,2
Corvus coronoides,host_scientific_name,Corvus coronoides,Corvus coronoides,,,already_binomial,manual_crosswalk_candidate,TRUE,Corvus corone,0.765,needs_manual_synonym_map,2
Cracticus torquatus,host_scientific_name,Cracticus torquatus,Cracticus torquatus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.631578947368421,needs_manual_synonym_map,2
Crithagra mozambica,host_scientific_name,Crithagra mozambica,Crithagra mozambica,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.42105263157894735,needs_manual_synonym_map,2
Crocidura horsfieldi,host_scientific_name,Crocidura horsfieldi,Crocidura horsfieldi,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.7,needs_manual_synonym_map,2
"Crotaphopeltis hotamboeia (LAURENTI, 1768)",host_scientific_name,"Crotaphopeltis hotamboeia (LAURENTI, 1768)",Crotaphopeltis hotamboeia,,"(LAURENTI, 1768)",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4,needs_binomialization,2
Cryptomys hottentotus_Lesson 1826,host_scientific_name,Cryptomys hottentotus Lesson 1826,Cryptomys hottentotus,,Lesson 1826,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5238095238095238,needs_binomialization,2
Damaliscus korrigum topi_Blaine 1914,host_scientific_name,Damaliscus korrigum topi Blaine 1914,Damaliscus korrigum,topi,Blaine 1914,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.6842105263157895,needs_binomialization,2
Damaliscus lunatus_Burchell 1824,host_scientific_name,Damaliscus lunatus Burchell 1824,Damaliscus lunatus,,Burchell 1824,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.736842105263158,needs_binomialization,2
"Dasypeltis fasciata SMITH, 1849",host_scientific_name,"Dasypeltis fasciata SMITH, 1849",Dasypeltis fasciata,,"SMITH, 1849",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5789473684210527,needs_binomialization,2
Delichon urbica,host_scientific_name,Delichon urbica,Delichon urbica,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.42105263157894735,needs_manual_synonym_map,2
"Dendroaspis polylepis GÜNTHER, 1864",host_scientific_name,"Dendroaspis polylepis GÜNTHER, 1864",Dendroaspis polylepis,,"GÜNTHER, 1864",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.47619047619047616,needs_binomialization,2
Dolichonyx oryzivorus,host_scientific_name,Dolichonyx oryzivorus,Dolichonyx oryzivorus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4285714285714286,needs_manual_synonym_map,2
Elephantulus intufi_A. Smith 1834,host_scientific_name,Elephantulus intufi A. Smith 1834,Elephantulus intufi,,A. Smith 1834,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.42105263157894735,needs_binomialization,2
Elephantulus rufescens_Peters 1878,host_scientific_name,Elephantulus rufescens Peters 1878,Elephantulus rufescens,,Peters 1878,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5909090909090908,needs_binomialization,2
Eliomys munbyanus_Pomel 1856,host_scientific_name,Eliomys munbyanus Pomel 1856,Eliomys munbyanus,,Pomel 1856,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5789473684210527,needs_binomialization,2
Erithacus rubecula,host_scientific_name,Erithacus rubecula,Erithacus rubecula,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_manual_synonym_map,2
Euplectes ardens,host_scientific_name,Euplectes ardens,Euplectes ardens,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
Felis silvestris cafra_Desmarest 1822,host_scientific_name,Felis silvestris cafra Desmarest 1822,Felis silvestris,cafra,Desmarest 1822,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.5,needs_binomialization,2
Galerida cristata,host_scientific_name,Galerida cristata,Galerida cristata,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6470588235294117,needs_manual_synonym_map,2
Gambelia copeii,host_scientific_name,Gambelia copeii,Gambelia copeii,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4444444444444444,needs_manual_synonym_map,2
Gerbilliscus kempi_Wroughton 1906,host_scientific_name,Gerbilliscus kempi Wroughton 1906,Gerbilliscus kempi,,Wroughton 1906,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,2
Gerbillus gerbillus_Olivier 1801,host_scientific_name,Gerbillus gerbillus Olivier 1801,Gerbillus gerbillus,,Olivier 1801,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.631578947368421,needs_binomialization,2
Goniurosaurus kuroiwae,host_scientific_name,Goniurosaurus kuroiwae,Goniurosaurus kuroiwae,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.40909090909090906,needs_manual_synonym_map,2
Gracilinanus agilis_(Burmeister) 1854,host_scientific_name,Gracilinanus agilis (Burmeister) 1854,Gracilinanus agilis,,(Burmeister) 1854,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4285714285714286,needs_binomialization,2
"Grayia smithii (LEACH, 1818)",host_scientific_name,"Grayia smithii (LEACH, 1818)",Grayia smithii,,"(LEACH, 1818)",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4285714285714286,needs_binomialization,2
Guttera plumifera,host_scientific_name,Guttera plumifera,Guttera plumifera,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5294117647058824,needs_manual_synonym_map,2
Helogale parvula_Sundevall 1846,host_scientific_name,Helogale parvula Sundevall 1846,Helogale parvula,,Sundevall 1846,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5294117647058824,needs_binomialization,2
Heterohyrax brucei hoogstraali_Setzer 1956,host_scientific_name,Heterohyrax brucei hoogstraali Setzer 1956,Heterohyrax brucei,hoogstraali,Setzer 1956,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.4444444444444444,needs_binomialization,2
Hydrictis maculicollis_Lichtenstein 1835,host_scientific_name,Hydrictis maculicollis Lichtenstein 1835,Hydrictis maculicollis,,Lichtenstein 1835,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5454545454545454,needs_binomialization,2
Hylochoerus meinertzhageni_Thomas 1904,host_scientific_name,Hylochoerus meinertzhageni Thomas 1904,Hylochoerus meinertzhageni,,Thomas 1904,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5384615384615384,needs_binomialization,2
Icterus galbula,host_scientific_name,Icterus galbula,Icterus galbula,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
Ixobrychus exilis,host_scientific_name,Ixobrychus exilis,Ixobrychus exilis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6190476190476191,needs_manual_synonym_map,2
Ixobrychus sinensis,host_scientific_name,Ixobrychus sinensis,Ixobrychus sinensis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_manual_synonym_map,2
Jaculus jaculus_Linnaeus 1758,host_scientific_name,Jaculus jaculus Linnaeus 1758,Jaculus jaculus,,Linnaeus 1758,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6,needs_binomialization,2
Jaculus orientalis_Erxleben 1777,host_scientific_name,Jaculus orientalis Erxleben 1777,Jaculus orientalis,,Erxleben 1777,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6111111111111112,needs_binomialization,2
Kobus vardonii_Livingstone 1857,host_scientific_name,Kobus vardonii Livingstone 1857,Kobus vardonii,,Livingstone 1857,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.4,needs_binomialization,2
Macropus agilis_Gould 1841,host_scientific_name,Macropus agilis Gould 1841,Macropus agilis,,Gould 1841,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6875,needs_binomialization,2
Makalata didelphoides_Desmarest 1817,host_scientific_name,Makalata didelphoides Desmarest 1817,Makalata didelphoides,,Desmarest 1817,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.47619047619047616,needs_binomialization,2
Manis gigantea_Illiger 1815,host_scientific_name,Manis gigantea Illiger 1815,Manis gigantea,,Illiger 1815,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5714285714285714,needs_binomialization,2
Melocichla mentalis,host_scientific_name,Melocichla mentalis,Melocichla mentalis,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.65,needs_manual_synonym_map,2
Microtus socialis Pallas 1773,host_scientific_name,Microtus socialis Pallas 1773,Microtus socialis,,Pallas 1773,authorship_or_suffix,manual_crosswalk_candidate,TRUE,Microtus arvalis,0.765,needs_binomialization,2
Microtus townsendii_Bachman 1839,host_scientific_name,Microtus townsendii Bachman 1839,Microtus townsendii,,Bachman 1839,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.631578947368421,needs_binomialization,2
Microtus transcaspicus Satunin 1905,host_scientific_name,Microtus transcaspicus Satunin 1905,Microtus transcaspicus,,Satunin 1905,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6521739130434783,needs_binomialization,2
Monodelphis iheringi_Thomas 1888,host_scientific_name,Monodelphis iheringi Thomas 1888,Monodelphis iheringi,,Thomas 1888,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6190476190476191,needs_binomialization,2
Moringua microchir,host_scientific_name,Moringua microchir,Moringua microchir,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4444444444444444,needs_manual_synonym_map,2
Nasua narica_Linnaeus 1766,host_scientific_name,Nasua narica Linnaeus 1766,Nasua narica,,Linnaeus 1766,authorship_or_suffix,manual_crosswalk_candidate,TRUE,Nasua nasua,0.75,needs_binomialization,2
Neocossyphus rufus,host_scientific_name,Neocossyphus rufus,Neocossyphus rufus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_manual_synonym_map,2
Neotragus batesi_De Winton 1903,host_scientific_name,Neotragus batesi De Winton 1903,Neotragus batesi,,De Winton 1903,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5,needs_binomialization,2
Neotragus moschatus_Von Dueben 1846,host_scientific_name,Neotragus moschatus Von Dueben 1846,Neotragus moschatus,,Von Dueben 1846,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5263157894736843,needs_binomialization,2
Nerodia fasciata,host_scientific_name,Nerodia fasciata,Nerodia fasciata,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.625,needs_manual_synonym_map,2
Nidirana okinavana,host_scientific_name,Nidirana okinavana,Nidirana okinavana,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
Noctilio albiventris minor_Osgood 1910,host_scientific_name,Noctilio albiventris minor Osgood 1910,Noctilio albiventris,minor,Osgood 1910,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.65,needs_binomialization,2
Nycticorax caledonicus,host_scientific_name,Nycticorax caledonicus,Nycticorax caledonicus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
Nymphicus hollandicus,host_scientific_name,Nymphicus hollandicus,Nymphicus hollandicus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
Ochotona princeps figginsi_Allen 1912,host_scientific_name,Ochotona princeps figginsi Allen 1912,Ochotona princeps,figginsi,Allen 1912,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.5882352941176471,needs_binomialization,2
Ortalis cinereiceps,host_scientific_name,Ortalis cinereiceps,Ortalis cinereiceps,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4736842105263158,needs_manual_synonym_map,2
Otomys tropicalis_Thomas 1902,host_scientific_name,Otomys tropicalis Thomas 1902,Otomys tropicalis,,Thomas 1902,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5294117647058824,needs_binomialization,2
Parkesia motacilla,host_scientific_name,Parkesia motacilla,Parkesia motacilla,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5217391304347826,needs_manual_synonym_map,2
Pelea capreolus_Forster 1790,host_scientific_name,Pelea capreolus Forster 1790,Pelea capreolus,,Forster 1790,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6842105263157895,needs_binomialization,2
Phacochoerus africanus,host_scientific_name,Phacochoerus africanus,Phacochoerus africanus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.7083333333333333,needs_manual_synonym_map,2
Phacochoerus africanus_Gmelin 1788,host_scientific_name,Phacochoerus africanus Gmelin 1788,Phacochoerus africanus,,Gmelin 1788,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7083333333333333,needs_binomialization,2
Philemon buceroides,host_scientific_name,Philemon buceroides,Philemon buceroides,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4736842105263158,needs_manual_synonym_map,2
Piranga rubra,host_scientific_name,Piranga rubra,Piranga rubra,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5263157894736843,needs_manual_synonym_map,2
Pisodonophis boro,host_scientific_name,Pisodonophis boro,Pisodonophis boro,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4117647058823529,needs_manual_synonym_map,2
Poelagus marjorita_St. Leger 1929,host_scientific_name,Poelagus marjorita St. Leger 1929,Poelagus marjorita,,St. Leger 1929,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5555555555555556,needs_binomialization,2
Polioptila melanura,host_scientific_name,Polioptila melanura,Polioptila melanura,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5,needs_manual_synonym_map,2
Potamochoerus porcus,host_scientific_name,Potamochoerus porcus,Potamochoerus porcus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.5833333333333333,needs_manual_synonym_map,2
Potamogale velox_Du Chaillu 1860,host_scientific_name,Potamogale velox Du Chaillu 1860,Potamogale velox,,Du Chaillu 1860,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5,needs_binomialization,2
Pronolagus crassicaudatus_I. Geoffroy 1832,host_scientific_name,Pronolagus crassicaudatus I. Geoffroy 1832,Pronolagus crassicaudatus,,I. Geoffroy 1832,authorship_or_suffix,manual_crosswalk_candidate,TRUE,otolemur crassicaudatus,0.76,needs_binomialization,2
Proteles cristata_Sparrman 1783,host_scientific_name,Proteles cristata Sparrman 1783,Proteles cristata,,Sparrman 1783,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6111111111111112,needs_binomialization,2
"Pseudaspis cana (LINNAEUS, 1758)",host_scientific_name,"Pseudaspis cana (LINNAEUS, 1758)",Pseudaspis cana,,"(LINNAEUS, 1758)",authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.5333333333333333,needs_binomialization,2
Pternistis squamatus,host_scientific_name,Pternistis squamatus,Pternistis squamatus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.65,needs_manual_synonym_map,2
Pteropus dasymallus,host_scientific_name,Pteropus dasymallus,Pteropus dasymallus,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.6842105263157895,needs_manual_synonym_map,2
Rattus sordidus_Gould 1857,host_scientific_name,Rattus sordidus Gould 1857,Rattus sordidus,,Gould 1857,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.7333333333333334,needs_binomialization,2
Setophaga citrina,host_scientific_name,Setophaga citrina,Setophaga citrina,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.7222222222222222,needs_manual_synonym_map,2
Sorex vagrans_Baird 1857,host_scientific_name,Sorex vagrans Baird 1857,Sorex vagrans,,Baird 1857,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6923076923076923,needs_binomialization,2
Spermophilus beldingi_Merriam 1888,host_scientific_name,Spermophilus beldingi Merriam 1888,Spermophilus beldingi,,Merriam 1888,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,2
Spermophilus lateralis chrysodeirus_Merriam 1890,host_scientific_name,Spermophilus lateralis chrysodeirus Merriam 1890,Spermophilus lateralis,chrysodeirus,Merriam 1890,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,spermophilus citellus,0.773,needs_binomialization,2
Spermophilus mollis artemesiae_Merriam 1913,host_scientific_name,Spermophilus mollis artemesiae Merriam 1913,Spermophilus mollis,artemesiae,Merriam 1913,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,spermophilus citellus,0.762,needs_binomialization,2
Spermophilus spilosoma cryptospilotus_Merriam 1890,host_scientific_name,Spermophilus spilosoma cryptospilotus Merriam 1890,Spermophilus spilosoma,cryptospilotus,Merriam 1890,trinomial_and_suffix,manual_crosswalk_candidate,TRUE,,0.6363636363636364,needs_binomialization,2
Spizella breweri,host_scientific_name,Spizella breweri,Spizella breweri,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.44999999999999996,needs_manual_synonym_map,2
Stizorhina fraseri,host_scientific_name,Stizorhina fraseri,Stizorhina fraseri,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4444444444444444,needs_manual_synonym_map,2
Sturnella neglecta,host_scientific_name,Sturnella neglecta,Sturnella neglecta,,,already_binomial,manual_crosswalk_candidate,TRUE,,0.4444444444444444,needs_manual_synonym_map,2
Tapirus bairdii_Gill 1865,host_scientific_name,Tapirus bairdii Gill 1865,Tapirus bairdii,,Gill 1865,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.47058823529411764,needs_binomialization,2
Taterillus arenarius_Robbins 1974,host_scientific_name,Taterillus arenarius Robbins 1974,Taterillus arenarius,,Robbins 1974,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.55,needs_binomialization,2
Taurotragus derbianus_Gray 1847,host_scientific_name,Taurotragus derbianus Gray 1847,Taurotragus derbianus,,Gray 1847,authorship_or_suffix,manual_crosswalk_candidate,TRUE,,0.6666666666666667,needs_binomialization,2
