"","disease","type","name1","id","tag","name2","species","subregions","accu","ID","ID2"
"1258","plasmodium vivax","vectors","anopheles_anopheles_1_subs_5_13_21","OpDL1aTGJGob","X:\DRtemp\temp\disease_analyses/anopheles_anopheles_1_subs_5_13_21","anopheles_anopheles_1;5_13_21;","anopheles_anopheles","5_13_21",7,"plasmodium vivax;anopheles_anopheles;5_13_21","plasmodium vivax;anopheles_anopheles"
"1259","plasmodium falciparum","vectors","anopheles_anopheles_1_subs_5_13_21","uRBhaYKo1svO","X:\DRtemp\temp\disease_analyses/anopheles_anopheles_1_subs_5_13_21","anopheles_anopheles_1;5_13_21;","anopheles_anopheles","5_13_21",7,"plasmodium falciparum;anopheles_anopheles;5_13_21","plasmodium falciparum;anopheles_anopheles"
"1268","wuchereria bancrofti","vectors","anopheles_anopheles_2_subs_5_11_17","4QlAB319AI3D","X:\DRtemp\temp\disease_analyses/anopheles_anopheles_2_subs_5_11_17","anopheles_anopheles_2;5_11_17;","anopheles_anopheles","5_11_17",7,"wuchereria bancrofti;anopheles_anopheles;5_11_17","wuchereria bancrofti;anopheles_anopheles"
"1273","dengue","vectors","anopheles_anopheles_2_subs_5_13_21","6WRWxkovhJh5","X:\DRtemp\temp\disease_analyses/anopheles_anopheles_2_subs_5_13_21","anopheles_anopheles_2;5_13_21;","anopheles_anopheles","5_13_21",7,"dengue;anopheles_anopheles;5_13_21","dengue;anopheles_anopheles"
"1328","western equine encephalitis","hosts","aquila_spizaetus_1_subs_5_21_29","sgOgTjg5rBoR","X:\DRtemp\temp\disease_analyses/aquila_spizaetus_1_subs_5_21_29","aquila_spizaetus_1;5_21_29;","aquila_spizaetus","5_21_29",7,"western equine encephalitis;aquila_spizaetus;5_21_29","western equine encephalitis;aquila_spizaetus"
"1347","omsk","hosts","arvicola amphibius_arvicola terrestris_1_subs_154_161","R5aO0THozpnA","X:\DRtemp\temp\disease_analyses/arvicola amphibius_arvicola terrestris_1_subs_154_161","arvicola amphibius_arvicola terrestris_1;154_161;","arvicola amphibius_arvicola terrestris","154_161",7,"omsk;arvicola amphibius_arvicola terrestris;154_161","omsk;arvicola amphibius_arvicola terrestris"
"1351","clonorchis sinesis","hosts","assiminea_angustassiminea_2_subs_0_30_35","Ev3hCVHtTARN","X:\DRtemp\temp\disease_analyses/assiminea_angustassiminea_2_subs_0_30_35","assiminea_angustassiminea_2;0_30_35;","assiminea_angustassiminea","0_30_35",7,"clonorchis sinesis;assiminea_angustassiminea;0_30_35","clonorchis sinesis;assiminea_angustassiminea"
"1356","zika","second","ateles_brachyteles_1_subs_5_13_21","sQXJhUJsxVns","X:\DRtemp\temp\disease_analyses/ateles_brachyteles_1_subs_5_13_21","ateles_brachyteles_1;5_13_21;","ateles_brachyteles","5_13_21",7,"zika;ateles_brachyteles;5_13_21","zika;ateles_brachyteles"
"1375","schistosoma mansoni","vectors","biomphalaria glabrata_biomphalaria glabrata_1_subs_5_14_29","m2GDr9P49poQ","X:\DRtemp\temp\disease_analyses/biomphalaria glabrata_biomphalaria glabrata_1_subs_5_14_29","biomphalaria glabrata_biomphalaria glabrata_1;5_14_29;","biomphalaria glabrata_biomphalaria glabrata","5_14_29",7,"schistosoma mansoni;biomphalaria glabrata_biomphalaria glabrata;5_14_29","schistosoma mansoni;biomphalaria glabrata_biomphalaria glabrata"
"1413","rickettsia parkeri","hosts","bothriocroton_amblyomma_2_subs_5_21_29","ojTwDXlgmUqU","X:\DRtemp\temp\disease_analyses/bothriocroton_amblyomma_2_subs_5_21_29","bothriocroton_amblyomma_2;5_21_29;","bothriocroton_amblyomma","5_21_29",7,"rickettsia parkeri;bothriocroton_amblyomma;5_21_29","rickettsia parkeri;bothriocroton_amblyomma"
"1446","western equine encephalitis","hosts","bubulcus_bubulcus_1_subs_5_21_29","AL8ohNGCLYtl","X:\DRtemp\temp\disease_analyses/bubulcus_bubulcus_1_subs_5_21_29","bubulcus_bubulcus_1;5_21_29;","bubulcus_bubulcus","5_21_29",7,"western equine encephalitis;bubulcus_bubulcus;5_21_29","western equine encephalitis;bubulcus_bubulcus"
"1459","western equine encephalitis","hosts","buteo_buteo_1_subs_5_21_29","2A8Ejjwlneox","X:\DRtemp\temp\disease_analyses/buteo_buteo_1_subs_5_21_29","buteo_buteo_1;5_21_29;","buteo_buteo","5_21_29",7,"western equine encephalitis;buteo_buteo;5_21_29","western equine encephalitis;buteo_buteo"
"1467","western equine encephalitis","hosts","butorides_butorides_1_subs_5_21_29","XCduODK9zLb9","X:\DRtemp\temp\disease_analyses/butorides_butorides_1_subs_5_21_29","butorides_butorides_1;5_21_29;","butorides_butorides","5_21_29",7,"western equine encephalitis;butorides_butorides;5_21_29","western equine encephalitis;butorides_butorides"
"1481","zika","second","callithrix_callithrix_1_subs_5_21_29","nf22Aizt1g3C","X:\DRtemp\temp\disease_analyses/callithrix_callithrix_1_subs_5_21_29","callithrix_callithrix_1;5_21_29;","callithrix_callithrix","5_21_29",7,"zika;callithrix_callithrix;5_21_29","zika;callithrix_callithrix"
"1548","mayaro","hosts","cercopithecus_semnopithecus_2_subs_5_21_29","iFhDBffoGl3x","X:\DRtemp\temp\disease_analyses/cercopithecus_semnopithecus_2_subs_5_21_29","cercopithecus_semnopithecus_2;5_21_29;","cercopithecus_semnopithecus","5_21_29",7,"mayaro;cercopithecus_semnopithecus;5_21_29","mayaro;cercopithecus_semnopithecus"
"1579","western equine encephalitis","hosts","chrysomus_agelasticus_1_subs_5_21_29","AdArgiRF01qa","X:\DRtemp\temp\disease_analyses/chrysomus_agelasticus_1_subs_5_21_29","chrysomus_agelasticus_1;5_21_29;","chrysomus_agelasticus","5_21_29",7,"western equine encephalitis;chrysomus_agelasticus;5_21_29","western equine encephalitis;chrysomus_agelasticus"
"1602","western equine encephalitis","hosts","colaptes_colaptes_1_subs_5_21_29","oByktXyDjzMB","X:\DRtemp\temp\disease_analyses/colaptes_colaptes_1_subs_5_21_29","colaptes_colaptes_1;5_21_29;","colaptes_colaptes","5_21_29",7,"western equine encephalitis;colaptes_colaptes;5_21_29","western equine encephalitis;colaptes_colaptes"
"1665","venezuelan equine encephalitis","vectors","culex corniger_culex corniger_1_subs_5_13_29","O9yBB2QfcP7J","X:\DRtemp\temp\disease_analyses/culex corniger_culex corniger_1_subs_5_13_29","culex corniger_culex corniger_1;5_13_29;","culex corniger_culex corniger","5_13_29",7,"venezuelan equine encephalitis;culex corniger_culex corniger;5_13_29","venezuelan equine encephalitis;culex corniger_culex corniger"
"1729","mayaro","vectors","culex_culex_1_subs_5_21_29","DCCvwFxzjddI","X:\DRtemp\temp\disease_analyses/culex_culex_1_subs_5_21_29","culex_culex_1;5_21_29;","culex_culex","5_21_29",7,"mayaro;culex_culex;5_21_29","mayaro;culex_culex"
"1752","western equine encephalitis","vectors","culiseta_culex_2_subs_5_21_29","2OgIG5sfizqr","X:\DRtemp\temp\disease_analyses/culiseta_culex_2_subs_5_21_29","culiseta_culex_2;5_21_29;","culiseta_culex","5_21_29",7,"western equine encephalitis;culiseta_culex;5_21_29","western equine encephalitis;culiseta_culex"
"1758","west nile","hosts","cyanocitta_cyanolyca_1_subs_5_13_21","mEQtPuscGEbz","X:\DRtemp\temp\disease_analyses/cyanocitta_cyanolyca_1_subs_5_13_21","cyanocitta_cyanolyca_1;5_13_21;","cyanocitta_cyanolyca","5_13_21",7,"west nile;cyanocitta_cyanolyca;5_13_21","west nile;cyanocitta_cyanolyca"
"1811","francisella tularensis holarctica","vectors","dermacentor marginatus_dermacentor reticulatus_1_subs_151_155","UY5VPTHC9Uwk","X:\DRtemp\temp\disease_analyses/dermacentor marginatus_dermacentor reticulatus_1_subs_151_155","dermacentor marginatus_dermacentor reticulatus_1;151_155;","dermacentor marginatus_dermacentor reticulatus","151_155",7,"francisella tularensis holarctica;dermacentor marginatus_dermacentor reticulatus;151_155","francisella tularensis holarctica;dermacentor marginatus_dermacentor reticulatus"
"1900","western equine encephalitis","hosts","glaucidium_athene_1_subs_5_21_29","REf11aqbPQD7","X:\DRtemp\temp\disease_analyses/glaucidium_athene_1_subs_5_21_29","glaucidium_athene_1;5_21_29;","glaucidium_athene","5_21_29",7,"western equine encephalitis;glaucidium_athene;5_21_29","western equine encephalitis;glaucidium_athene"
"11063","babesia microti european","vectors","ixodes ricinus_ixodes ovatus_1_subs_151_155","dGSvCKaF3HTX","X:\DRtemp\temp\disease_analyses/ixodes ricinus_ixodes ovatus_1_subs_151_155","ixodes ricinus_ixodes ovatus_1;151_155;","ixodes ricinus_ixodes ovatus","151_155",7,"babesia microti european;ixodes ricinus_ixodes ovatus;151_155","babesia microti european;ixodes ricinus_ixodes ovatus"
"11150","rabies","hosts","lasiurus cinereus_vespertilio cinereus_1_subs_5_13_21","xfkx2sXyexXQ","X:\DRtemp\temp\disease_analyses/lasiurus cinereus_vespertilio cinereus_1_subs_5_13_21","lasiurus cinereus_vespertilio cinereus_1;5_13_21;","lasiurus cinereus_vespertilio cinereus","5_13_21",7,"rabies;lasiurus cinereus_vespertilio cinereus;5_13_21","rabies;lasiurus cinereus_vespertilio cinereus"
"11292","mayaro","vectors","mansonia_orthopodomyia_2_subs_5_21_29","ePgEyQ5chlt7","X:\DRtemp\temp\disease_analyses/mansonia_orthopodomyia_2_subs_5_21_29","mansonia_orthopodomyia_2;5_21_29;","mansonia_orthopodomyia","5_21_29",7,"mayaro;mansonia_orthopodomyia;5_21_29","mayaro;mansonia_orthopodomyia"
"11297","western equine encephalitis","hosts","mareca_lophonetta_1_subs_5_21_29","wVTh8oQ0ynyO","X:\DRtemp\temp\disease_analyses/mareca_lophonetta_1_subs_5_21_29","mareca_lophonetta_1;5_21_29;","mareca_lophonetta","5_21_29",7,"western equine encephalitis;mareca_lophonetta;5_21_29","western equine encephalitis;mareca_lophonetta"
"11463","western equine encephalitis","hosts","nesomimus_mimodes_1_subs_5_21_29","Cl5AKdPMXJ3e","X:\DRtemp\temp\disease_analyses/nesomimus_mimodes_1_subs_5_21_29","nesomimus_mimodes_1;5_21_29;","nesomimus_mimodes","5_21_29",7,"western equine encephalitis;nesomimus_mimodes;5_21_29","western equine encephalitis;nesomimus_mimodes"
"11499","tahyna","vectors","ochlerotatus cantans_aedes cantans_1_subs_154_155","aUplAw69Ohmp","X:\DRtemp\temp\disease_analyses/ochlerotatus cantans_aedes cantans_1_subs_154_155","ochlerotatus cantans_aedes cantans_1;154_155;","ochlerotatus cantans_aedes cantans","154_155",7,"tahyna;ochlerotatus cantans_aedes cantans;154_155","tahyna;ochlerotatus cantans_aedes cantans"
"11514","francisella tularensis holarctica","vectors","ochlerotatus punctor_aedes punctor_1_subs_154_155","vqw9qCfBfdfJ","X:\DRtemp\temp\disease_analyses/ochlerotatus punctor_aedes punctor_1_subs_154_155","ochlerotatus punctor_aedes punctor_1;154_155;","ochlerotatus punctor_aedes punctor","154_155",7,"francisella tularensis holarctica;ochlerotatus punctor_aedes punctor;154_155","francisella tularensis holarctica;ochlerotatus punctor_aedes punctor"
"11516","inkoo","vectors","ochlerotatus punctor_aedes punctor_2_subs_154_155","Uqm02zMZnlWG","X:\DRtemp\temp\disease_analyses/ochlerotatus punctor_aedes punctor_2_subs_154_155","ochlerotatus punctor_aedes punctor_2;154_155;","ochlerotatus punctor_aedes punctor","154_155",7,"inkoo;ochlerotatus punctor_aedes punctor;154_155","inkoo;ochlerotatus punctor_aedes punctor"
"11522","tahyna","vectors","ochlerotatus sticticus_aedes sticticus_1_subs_154_155","0ESh4tKGXuq5","X:\DRtemp\temp\disease_analyses/ochlerotatus sticticus_aedes sticticus_1_subs_154_155","ochlerotatus sticticus_aedes sticticus_1;154_155;","ochlerotatus sticticus_aedes sticticus","154_155",7,"tahyna;ochlerotatus sticticus_aedes sticticus;154_155","tahyna;ochlerotatus sticticus_aedes sticticus"
"11523","francisella tularensis holarctica","vectors","ochlerotatus sticticus_aedes sticticus_1_subs_154_155","cnA6jkk7mXGa","X:\DRtemp\temp\disease_analyses/ochlerotatus sticticus_aedes sticticus_1_subs_154_155","ochlerotatus sticticus_aedes sticticus_1;154_155;","ochlerotatus sticticus_aedes sticticus","154_155",7,"francisella tularensis holarctica;ochlerotatus sticticus_aedes sticticus;154_155","francisella tularensis holarctica;ochlerotatus sticticus_aedes sticticus"
"11558","western equine encephalitis","vectors","ochlerotatus_acartomyia_2_subs_5_21_29","dgFhrHOFfjA1","X:\DRtemp\temp\disease_analyses/ochlerotatus_acartomyia_2_subs_5_21_29","ochlerotatus_acartomyia_2;5_21_29;","ochlerotatus_acartomyia","5_21_29",7,"western equine encephalitis;ochlerotatus_acartomyia;5_21_29","western equine encephalitis;ochlerotatus_acartomyia"
"11559","mayaro","vectors","ochlerotatus_acartomyia_2_subs_5_21_29","oPteGqrwBHKV","X:\DRtemp\temp\disease_analyses/ochlerotatus_acartomyia_2_subs_5_21_29","ochlerotatus_acartomyia_2;5_21_29;","ochlerotatus_acartomyia","5_21_29",7,"mayaro;ochlerotatus_acartomyia;5_21_29","mayaro;ochlerotatus_acartomyia"
"11576","ehrlichia chaffeensis","hosts","odocoileus virginianus_dama virginiana_1_subs_5_21_29","7sFGaNId9ATc","X:\DRtemp\temp\disease_analyses/odocoileus virginianus_dama virginiana_1_subs_5_21_29","odocoileus virginianus_dama virginiana_1;5_21_29;","odocoileus virginianus_dama virginiana","5_21_29",7,"ehrlichia chaffeensis;odocoileus virginianus_dama virginiana;5_21_29","ehrlichia chaffeensis;odocoileus virginianus_dama virginiana"
"11618","omsk","hosts","ondatra zibethicus_ondatra zibethicus_1_subs_154_161","O3kEBEnu7ybS","X:\DRtemp\temp\disease_analyses/ondatra zibethicus_ondatra zibethicus_1_subs_154_161","ondatra zibethicus_ondatra zibethicus_1;154_161;","ondatra zibethicus_ondatra zibethicus","154_161",7,"omsk;ondatra zibethicus_ondatra zibethicus;154_161","omsk;ondatra zibethicus_ondatra zibethicus"
"11636","sars coronavirus","second","paguma larvata_paguma larvata_1_subs_0_30_35","mtIMe4j1wZ00","X:\DRtemp\temp\disease_analyses/paguma larvata_paguma larvata_1_subs_0_30_35","paguma larvata_paguma larvata_1;0_30_35;","paguma larvata_paguma larvata","0_30_35",7,"sars coronavirus;paguma larvata_paguma larvata;0_30_35","sars coronavirus;paguma larvata_paguma larvata"
"11664","western equine encephalitis","hosts","passer_passer_1_subs_5_21_29","5jqet0vEO2PU","X:\DRtemp\temp\disease_analyses/passer_passer_1_subs_5_21_29","passer_passer_1;5_21_29;","passer_passer","5_21_29",7,"western equine encephalitis;passer_passer;5_21_29","western equine encephalitis;passer_passer"
"11695","venezuelan equine encephalitis","hosts","peromyscus_habromys_1_subs_5_13_21","8HfW397qIU9m","X:\DRtemp\temp\disease_analyses/peromyscus_habromys_1_subs_5_13_21","peromyscus_habromys_1;5_13_21;","peromyscus_habromys","5_13_21",7,"venezuelan equine encephalitis;peromyscus_habromys;5_13_21","venezuelan equine encephalitis;peromyscus_habromys"
"11724","mayaro","hosts","pithecia_cacajao_1_subs_5_21_29","d1Dr9KYtOVKN","X:\DRtemp\temp\disease_analyses/pithecia_cacajao_1_subs_5_21_29","pithecia_cacajao_1;5_21_29;","pithecia_cacajao","5_21_29",7,"mayaro;pithecia_cacajao;5_21_29","mayaro;pithecia_cacajao"
"11728","mayaro","hosts","pithecia_chiropotes_1_subs_5_21_29","Jaq2b2xPDvc0","X:\DRtemp\temp\disease_analyses/pithecia_chiropotes_1_subs_5_21_29","pithecia_chiropotes_1;5_21_29;","pithecia_chiropotes","5_21_29",7,"mayaro;pithecia_chiropotes;5_21_29","mayaro;pithecia_chiropotes"
"11768","venezuelan equine encephalitis","vectors","psorophora ciliata_psorophora ciliata_1_subs_5_13_21","Vb5YMu6Gplu6","X:\DRtemp\temp\disease_analyses/psorophora ciliata_psorophora ciliata_1_subs_5_13_21","psorophora ciliata_psorophora ciliata_1;5_13_21;","psorophora ciliata_psorophora ciliata","5_13_21",7,"venezuelan equine encephalitis;psorophora ciliata_psorophora ciliata;5_13_21","venezuelan equine encephalitis;psorophora ciliata_psorophora ciliata"
"11778","venezuelan equine encephalitis","vectors","psorophora cyanescens_psorophora cyanescens_1_subs_5_13_21","300ptb0htI4l","X:\DRtemp\temp\disease_analyses/psorophora cyanescens_psorophora cyanescens_1_subs_5_13_21","psorophora cyanescens_psorophora cyanescens_1;5_13_21;","psorophora cyanescens_psorophora cyanescens","5_13_21",7,"venezuelan equine encephalitis;psorophora cyanescens_psorophora cyanescens;5_13_21","venezuelan equine encephalitis;psorophora cyanescens_psorophora cyanescens"
"11828","western equine encephalitis","hosts","quiscalus_quiscalus_1_subs_5_21_29","nXIfr6Ypb0Qh","X:\DRtemp\temp\disease_analyses/quiscalus_quiscalus_1_subs_5_21_29","quiscalus_quiscalus_1;5_21_29;","quiscalus_quiscalus","5_21_29",7,"western equine encephalitis;quiscalus_quiscalus;5_21_29","western equine encephalitis;quiscalus_quiscalus"
"11851","seoul","hosts","rattus losea_rattus sakeratensis_1_subs_0_30_35","gLdWOvydKPNa","X:\DRtemp\temp\disease_analyses/rattus losea_rattus sakeratensis_1_subs_0_30_35","rattus losea_rattus sakeratensis_1;0_30_35;","rattus losea_rattus sakeratensis","0_30_35",7,"seoul;rattus losea_rattus sakeratensis;0_30_35","seoul;rattus losea_rattus sakeratensis"
"11895","rickettsia rickettsii","hosts","rhipicephalus sanguineus_rhipicephalus simus_1_subs_5_13_21","ChRpEXmZxAfI","X:\DRtemp\temp\disease_analyses/rhipicephalus sanguineus_rhipicephalus simus_1_subs_5_13_21","rhipicephalus sanguineus_rhipicephalus simus_1;5_13_21;","rhipicephalus sanguineus_rhipicephalus simus","5_13_21",7,"rickettsia rickettsii;rhipicephalus sanguineus_rhipicephalus simus;5_13_21","rickettsia rickettsii;rhipicephalus sanguineus_rhipicephalus simus"
"11943","yellow","vectors","sabethes_psorophora_2_subs_5_21_29","CLTh0d2HUTUg","X:\DRtemp\temp\disease_analyses/sabethes_psorophora_2_subs_5_21_29","sabethes_psorophora_2;5_21_29;","sabethes_psorophora","5_21_29",7,"yellow;sabethes_psorophora;5_21_29","yellow;sabethes_psorophora"
"11962","zika","second","saimiri_saimiri_1_subs_5_13_21","uDIWkl65E04L","X:\DRtemp\temp\disease_analyses/saimiri_saimiri_1_subs_5_13_21","saimiri_saimiri_1;5_13_21;","saimiri_saimiri","5_13_21",7,"zika;saimiri_saimiri;5_13_21","zika;saimiri_saimiri"
"12000","venezuelan equine encephalitis","hosts","sigmodon_sigmodon_1_subs_5_13_21","Smq1YJNYaq6q","X:\DRtemp\temp\disease_analyses/sigmodon_sigmodon_1_subs_5_13_21","sigmodon_sigmodon_1;5_13_21;","sigmodon_sigmodon","5_13_21",7,"venezuelan equine encephalitis;sigmodon_sigmodon;5_13_21","venezuelan equine encephalitis;sigmodon_sigmodon"
"12128","clonorchis sinesis","hosts","tarebia granifera_melania granifera_1_subs_0_30_35","pOOy57CMq0r9","X:\DRtemp\temp\disease_analyses/tarebia granifera_melania granifera_1_subs_0_30_35","tarebia granifera_melania granifera_1;0_30_35;","tarebia granifera_melania granifera","0_30_35",7,"clonorchis sinesis;tarebia granifera_melania granifera;0_30_35","clonorchis sinesis;tarebia granifera_melania granifera"
"12162","mayaro","hosts","trachypithecus_colobus_2_subs_5_21_29","ksCzCvv2IkVS","X:\DRtemp\temp\disease_analyses/trachypithecus_colobus_2_subs_5_21_29","trachypithecus_colobus_2;5_21_29;","trachypithecus_colobus","5_21_29",7,"mayaro;trachypithecus_colobus;5_21_29","mayaro;trachypithecus_colobus"
"12189","western equine encephalitis","hosts","turdus_turdus_1_subs_5_21_29","w5x66vy0UUK3","X:\DRtemp\temp\disease_analyses/turdus_turdus_1_subs_5_21_29","turdus_turdus_1;5_21_29;","turdus_turdus","5_21_29",7,"western equine encephalitis;turdus_turdus;5_21_29","western equine encephalitis;turdus_turdus"
"1221","usutu","hosts","andropadus virens_eurillas virens_1_subs_11_14_17","CI6bRLU6jhRv","X:\DRtemp\temp\disease_analyses/andropadus virens_eurillas virens_1_subs_11_14_17","andropadus virens_eurillas virens_1;11_14_17;","andropadus virens_eurillas virens","11_14_17",8,"usutu;andropadus virens_eurillas virens;11_14_17","usutu;andropadus virens_eurillas virens"
"1231","venezuelan equine encephalitis","vectors","anopheles crucians_anopheles crucians_1_subs_13_21_29","hGBxUNcF1Ck6","X:\DRtemp\temp\disease_analyses/anopheles crucians_anopheles crucians_1_subs_13_21_29","anopheles crucians_anopheles crucians_1;13_21_29;","anopheles crucians_anopheles crucians","13_21_29",8,"venezuelan equine encephalitis;anopheles crucians_anopheles crucians;13_21_29","venezuelan equine encephalitis;anopheles crucians_anopheles crucians"
"1255","plasmodium ovale","vectors","anopheles_anopheles_1_subs_11_17_34","HrMWagZR7WWp","X:\DRtemp\temp\disease_analyses/anopheles_anopheles_1_subs_11_17_34","anopheles_anopheles_1;11_17_34;","anopheles_anopheles","11_17_34",8,"plasmodium ovale;anopheles_anopheles;11_17_34","plasmodium ovale;anopheles_anopheles"
"1450","schistosoma intercalatum","vectors","bulinus_physastra_1_subs_11_14_17","Hxmqn2N2Dfl6","X:\DRtemp\temp\disease_analyses/bulinus_physastra_1_subs_11_14_17","bulinus_physastra_1;11_14_17;","bulinus_physastra","11_14_17",8,"schistosoma intercalatum;bulinus_physastra;11_14_17","schistosoma intercalatum;bulinus_physastra"
"1538","spondweni","second","cercocebus_lophocebus_1_subs_11_14_17","19DLHsZ3z3mR","X:\DRtemp\temp\disease_analyses/cercocebus_lophocebus_1_subs_11_14_17","cercocebus_lophocebus_1;11_14_17;","cercocebus_lophocebus","11_14_17",8,"spondweni;cercocebus_lophocebus;11_14_17","spondweni;cercocebus_lophocebus"
"1621","western equine encephalitis","hosts","corvus_pica_1_subs_13_21_29","bOpx95vKSwgT","X:\DRtemp\temp\disease_analyses/corvus_pica_1_subs_13_21_29","corvus_pica_1;13_21_29;","corvus_pica","13_21_29",8,"western equine encephalitis;corvus_pica;13_21_29","western equine encephalitis;corvus_pica"
"1694","rift valley","vectors","culex theileri_culex theileri_2_subs_11_15_18","UE2aF5bVh56b","X:\DRtemp\temp\disease_analyses/culex theileri_culex theileri_2_subs_11_15_18","culex theileri_culex theileri_2;11_15_18;","culex theileri_culex theileri","11_15_18",8,"rift valley;culex theileri_culex theileri;11_15_18","rift valley;culex theileri_culex theileri"
"1699","japanese encephalitis","vectors","culex tritaeniorhynchus_culex tritaeniorhynchus_1_subs_30_34_35","hFi7MWNOpjiC","X:\DRtemp\temp\disease_analyses/culex tritaeniorhynchus_culex tritaeniorhynchus_1_subs_30_34_35","culex tritaeniorhynchus_culex tritaeniorhynchus_1;30_34_35;","culex tritaeniorhynchus_culex tritaeniorhynchus","30_34_35",8,"japanese encephalitis;culex tritaeniorhynchus_culex tritaeniorhynchus;30_34_35","japanese encephalitis;culex tritaeniorhynchus_culex tritaeniorhynchus"
"1704","japanese encephalitis","vectors","culex vishnui_culex vishnui_1_subs_30_34_35","R8htyj9Hu3fg","X:\DRtemp\temp\disease_analyses/culex vishnui_culex vishnui_1_subs_30_34_35","culex vishnui_culex vishnui_1;30_34_35;","culex vishnui_culex vishnui","30_34_35",8,"japanese encephalitis;culex vishnui_culex vishnui;30_34_35","japanese encephalitis;culex vishnui_culex vishnui"
"1710","germiston","vectors","culex_collessius_2_subs_14_17_18","zKV0dZGiIZiw","X:\DRtemp\temp\disease_analyses/culex_collessius_2_subs_14_17_18","culex_collessius_2;14_17_18;","culex_collessius","14_17_18",8,"germiston;culex_collessius;14_17_18","germiston;culex_collessius"
"1796","coxiella burnetii","hosts","dendrolagus_dendrolagus_1_subs_21_53_54","ERWe4fMA2hli","X:\DRtemp\temp\disease_analyses/dendrolagus_dendrolagus_1_subs_21_53_54","dendrolagus_dendrolagus_1;21_53_54;","dendrolagus_dendrolagus","21_53_54",8,"coxiella burnetii;dendrolagus_dendrolagus;21_53_54","coxiella burnetii;dendrolagus_dendrolagus"
"1903","trypanosoma brucei rhodesiense","vectors","glossina_glossina_3_subs_11_14_17","iGXUUzfOuvyk","X:\DRtemp\temp\disease_analyses/glossina_glossina_3_subs_11_14_17","glossina_glossina_3;11_14_17;","glossina_glossina","11_14_17",8,"trypanosoma brucei rhodesiense;glossina_glossina;11_14_17","trypanosoma brucei rhodesiense;glossina_glossina"
"1909","spondweni","second","gorilla_gorilla_1_subs_11_14_17","FVgbOxpL5g6C","X:\DRtemp\temp\disease_analyses/gorilla_gorilla_1_subs_11_14_17","gorilla_gorilla_1;11_14_17;","gorilla_gorilla","11_14_17",8,"spondweni;gorilla_gorilla;11_14_17","spondweni;gorilla_gorilla"
"1910","chikungunya","hosts","gorilla_gorilla_1_subs_11_14_17","oDxIHMkSfHNR","X:\DRtemp\temp\disease_analyses/gorilla_gorilla_1_subs_11_14_17","gorilla_gorilla_1;11_14_17;","gorilla_gorilla","11_14_17",8,"chikungunya;gorilla_gorilla;11_14_17","chikungunya;gorilla_gorilla"
"1938","coxiella burnetii","vectors","haemaphysalis leporis-palustris_haemaphysalis leporispalustris_1_subs_5_21_161","X:\DRtemp\temp\disease_analyses/haemaphysalis leporis",NA,"haemaphysalis leporis-palustris_haemaphysalis leporispalustris_1;5_21_161;","haemaphysalis leporis-palustris_haemaphysalis leporispalustris","5_21_161",8,"coxiella burnetii;haemaphysalis leporis-palustris_haemaphysalis leporispalustris;5_21_161","coxiella burnetii;haemaphysalis leporis-palustris_haemaphysalis leporispalustris"
"1986","crimean congo hemorrhagic","vectors","hyalomma detritum_hyalomma truncatum_1_subs_17_18_34","AtCSBhlWqiea","X:\DRtemp\temp\disease_analyses/hyalomma detritum_hyalomma truncatum_1_subs_17_18_34","hyalomma detritum_hyalomma truncatum_1;17_18_34;","hyalomma detritum_hyalomma truncatum","17_18_34",8,"crimean congo hemorrhagic;hyalomma detritum_hyalomma truncatum;17_18_34","crimean congo hemorrhagic;hyalomma detritum_hyalomma truncatum"
"11005","zika","second","hylobates_bunopithecus_1_subs_21_34_35","4g3LuhGnbiLY","X:\DRtemp\temp\disease_analyses/hylobates_bunopithecus_1_subs_21_34_35","hylobates_bunopithecus_1;21_34_35;","hylobates_bunopithecus","21_34_35",8,"zika;hylobates_bunopithecus;21_34_35","zika;hylobates_bunopithecus"
"11006","chikungunya","hosts","hylobates_bunopithecus_1_subs_30_34_35","MqNLNFVL8x5a","X:\DRtemp\temp\disease_analyses/hylobates_bunopithecus_1_subs_30_34_35","hylobates_bunopithecus_1;30_34_35;","hylobates_bunopithecus","30_34_35",8,"chikungunya;hylobates_bunopithecus;30_34_35","chikungunya;hylobates_bunopithecus"
"11019","lagos bat","hosts","hypsignathus_hypsignathus_1_subs_14_15_17","Cfui58grFEyP","X:\DRtemp\temp\disease_analyses/hypsignathus_hypsignathus_1_subs_14_15_17","hypsignathus_hypsignathus_1;14_15_17;","hypsignathus_hypsignathus","14_15_17",8,"lagos bat;hypsignathus_hypsignathus;14_15_17","lagos bat;hypsignathus_hypsignathus"
"11058","borrelia burgdorferi","vectors","ixodes ricinus_ixodes brunneus_1_subs_13_21_29","MoxzrWS9GPEd","X:\DRtemp\temp\disease_analyses/ixodes ricinus_ixodes brunneus_1_subs_13_21_29","ixodes ricinus_ixodes brunneus_1;13_21_29;","ixodes ricinus_ixodes brunneus","13_21_29",8,"borrelia burgdorferi;ixodes ricinus_ixodes brunneus;13_21_29","borrelia burgdorferi;ixodes ricinus_ixodes brunneus"
"11249","cercopithecine herpes","hosts","macaca_macaca_1_subs_30_34_35","BJx0S9t9r03O","X:\DRtemp\temp\disease_analyses/macaca_macaca_1_subs_30_34_35","macaca_macaca_1;30_34_35;","macaca_macaca","30_34_35",8,"cercopithecine herpes;macaca_macaca;30_34_35","cercopithecine herpes;macaca_macaca"
