disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa,vector_species_rule_cleaned,taxonomy_cleanup_method,vector_species_original,vector_species_taxonomy_cleaned,vector_taxon_rank,review_needed,review_note,vector_join_key,competence_disease_name,vector_competence_species,vector_competence_group,vector_competence_status,competence_statuses,vector_competence_evidence_types,transmission_demonstrated,natural_infection_reported,vector_role_hint,uncertainty_reason,competence_locations_summary,competence_source_examples,competence_note_examples,competence_row_count,vector_competence_name_cleanup_methods
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis flava,haemaphysalis flava,tick,tick,confirmed,review,lit_review,1,6,"Miyazaki Prefecture, Japan; ROK; Japan; SFTS endemic areas",Casel et al. 2021; Cui et al. 2024; Sato et al. 2021; Sun et al. 2024; Wang et al. 2021 Table 1; Xu et al. 2024,also vector; background-cited transmitter; common transmission vector; PCR only; virus isolated; potential human vector,TRUE,FALSE,haemaphysalis flava,no_change,Haemaphysalis flava,haemaphysalis flava,species,FALSE,,haemaphysalis flava,Severe fever with thrombocytopenia syndrome (SFTS),Haemaphysalis flava,tick,competent,competent; unclear,field_detection; narrative_review; systematic_review,yes,yes,,field_detection_only,"global; Miyazaki Prefecture, Japan; ROK; Japan; SFTS endemic areas",Casel et al. 2021; Cui et al. 2024; Sato et al. 2021; Sun et al. 2024; Wang et al. 2021; Xu et al. 2024,also vector; background-cited transmitter; not tested in this paper; one of the two most common transmission vectors; PCR only; vector capacity not verified; Table 1 PCR only; virus isolated from ticks; potential human vector,6,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis formosensis,haemaphysalis formosensis,tick,tick,candidate,field,lit_review,1,3,"Japan; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1; Xu et al. 2024,PCR only; virus isolated; maintenance role,TRUE,FALSE,haemaphysalis formosensis,no_change,Haemaphysalis formosensis,haemaphysalis formosensis,infraspecific,FALSE,,haemaphysalis formosensis,Severe fever with thrombocytopenia syndrome (SFTS),Haemaphysalis formosensis,tick,unclear,unclear,field_detection,,yes,maintenance_vector,field_detection_only,"Japan; Miyazaki Prefecture, Japan",Cui et al. 2024; Sato et al. 2021; Wang et al. 2021; Xu et al. 2024,RNA detected in questing ticks; Table 1 PCR only; virus isolated from ticks; maintenance role,4,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis hystricis,haemaphysalis hystricis,tick,tick,probable,field,lit_review,1,3,"Japan; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1; Xu et al. 2024,PCR only; virus isolated; potential vector,TRUE,FALSE,haemaphysalis hystricis,no_change,Haemaphysalis hystricis,haemaphysalis hystricis,species,FALSE,,haemaphysalis hystricis,Severe fever with thrombocytopenia syndrome (SFTS),Haemaphysalis hystricis,tick,unclear,unclear,field_detection,,yes,candidate_vector,field_detection_only,"Japan; Miyazaki Prefecture, Japan",Cui et al. 2024; Sato et al. 2021; Wang et al. 2021; Xu et al. 2024,RNA detected in questing ticks; Table 1 PCR only; virus isolated from ticks; potential vector,4,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis japonica,haemaphysalis japonica,tick,tick,weak,review,lit_review,1,1,,Xu et al. 2024,PCR only,TRUE,FALSE,haemaphysalis japonica,no_change,Haemaphysalis japonica,haemaphysalis japonica,species,FALSE,,haemaphysalis japonica,Severe fever with thrombocytopenia syndrome (SFTS),Haemaphysalis japonica,tick,unclear,unclear,field_detection,,yes,,field_detection_only,,Cui et al. 2024; Xu et al. 2024,RNA detected in questing ticks,2,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis longicornis,haemaphysalis longicornis,tick,tick,confirmed,review,lit_review,1,8,Asia; Asia-Pacific region; China,Casel et al. 2021; Cui et al. 2024; Hu et al. 2020; Huang et al. 2020; Sun et al. 2024; Wang et al. 2021; Xu et al. 2024; Zhang et al. 2022,main transmission vector; main vector; positive control; established vector; primary transmission vector; primary transmitter; tick vector; primary vector; suspected vector; transmitted by; major role,TRUE,FALSE,haemaphysalis longicornis,no_change,Haemaphysalis longicornis,haemaphysalis longicornis,species,FALSE,,haemaphysalis longicornis,Severe fever with thrombocytopenia syndrome (SFTS),Haemaphysalis longicornis,tick,competent,competent,lab_experiment; narrative_review; systematic_review,yes,yes,candidate_vector|primary_vector,population_dependent,Asia; Asia-Pacific region; China; global,Casel et al. 2021; Cui et al. 2024; Hu et al. 2020; Huang et al. 2020; Sun et al. 2024; Wang et al. 2021; Xu et al. 2024; Zhang et al. 2022,background claim; paper itself only tested microbiome after artificial infection; main transmission vector; virus isolated only from H.longicornis in cited studies; main vector; parthenogenetic and bisexual females both supported local transmission; susceptibility similar between populations; positive control; transovarial and transstadial transmission shown; primary transmission vector; primary vector; review concludes ticks can serve as transmitting vectors; H.longicornis suspected potential vector,8,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Haemaphysalis megaspinosa,haemaphysalis megaspinosa,tick,tick,candidate,field,lit_review,1,2,"Japan; ROK; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021 Table 1,PCR only; virus isolated; maintenance role,TRUE,FALSE,haemaphysalis megaspinosa,no_change,Haemaphysalis megaspinosa,haemaphysalis megaspinosa,species,FALSE,,haemaphysalis megaspinosa,Severe fever with thrombocytopenia syndrome (SFTS),Haemaphysalis megaspinosa,tick,unclear,unclear,field_detection,,yes,maintenance_vector,field_detection_only,"Japan; ROK; Miyazaki Prefecture, Japan",Sato et al. 2021; Wang et al. 2021,Table 1 PCR only; virus isolated from ticks; maintenance role,2,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Hyalomma asiaticum,hyalomma asiaticum,tick,tick,weak,review,lit_review,1,1,SFTS endemic areas,Casel et al. 2021,PCR only,TRUE,FALSE,hyalomma asiaticum,no_change,Hyalomma asiaticum,hyalomma asiaticum,species,FALSE,,hyalomma asiaticum,Severe fever with thrombocytopenia syndrome (SFTS),Hyalomma asiaticum,tick,unclear,unclear,field_detection,,yes,,field_detection_only,SFTS endemic areas,Casel et al. 2021,PCR only; vector capacity not verified,1,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Ixodes nipponensis,ixodes nipponensis,tick,tick,confirmed,review,lit_review,1,4,ROK; SFTS endemic areas,Casel et al. 2021; Cui et al. 2024; Wang et al. 2021 Table 1; Xu et al. 2024,also vector; PCR only,TRUE,FALSE,ixodes nipponensis,no_change,Ixodes nipponensis,ixodes nipponensis,species,FALSE,,ixodes nipponensis,Severe fever with thrombocytopenia syndrome (SFTS),Ixodes nipponensis,tick,competent,competent; unclear,field_detection; systematic_review,yes,yes,,field_detection_only,global; ROK; SFTS endemic areas,Casel et al. 2021; Cui et al. 2024; Wang et al. 2021; Xu et al. 2024,also vector; PCR only; vector capacity not verified; RNA detected in questing ticks; Table 1 PCR only,4,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Ixodes persulcatus,ixodes persulcatus,tick,tick,weak,lab,lit_review,1,2,China,Hu et al. 2020; Xu et al. 2024,PCR only; PCR only; no transmission,TRUE,FALSE,ixodes persulcatus,no_change,Ixodes persulcatus,ixodes persulcatus,species,FALSE,,ixodes persulcatus,Severe fever with thrombocytopenia syndrome (SFTS),Ixodes persulcatus; Ixodes persuleatus,tick,not_competent,not_competent; unclear,field_detection; lab_experiment,no,yes,,field_detection_only|spelling_or_ocr_issue,China,Cui et al. 2024; Hu et al. 2020; Xu et al. 2024,no transovarial or transstadial transmission; mice negative; spelled persuleatus in source; RNA detected in questing ticks,3,manual_map; normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Ixodes sinensis,ixodes sinensis,tick,tick,confirmed,review,lit_review,1,4,central and southern China; China,Cui et al. 2024; Hu et al. 2020; Sun et al. 2024; Wang et al. 2021,also vector; human-feeding note; background-cited transmitter; efficient vector; transovarial; transovarial/horizontal transmission,TRUE,FALSE,ixodes sinensis,no_change,Ixodes sinensis,ixodes sinensis,species,FALSE,,ixodes sinensis,Severe fever with thrombocytopenia syndrome (SFTS),Ixodes sinensis,tick,competent,competent,lab_experiment; narrative_review; systematic_review,yes,yes,,,central and southern China; China,Cui et al. 2024; Hu et al. 2020; Sun et al. 2024; Wang et al. 2021,also vector; human-feeding note; background-cited transmitter; not tested in this paper; efficient vector; transovarial and horizontal transmission; transovarial and horizontal transmission,4,normalized_name
Severe fever with thrombocytopenia syndrome (SFTS),severe fever with thrombocytopenia syndrome sfts,Rhipicephalus microplus,rhipicephalus microplus,tick,tick,weak,review,lit_review,1,2,China; SFTS endemic areas,Casel et al. 2021; Wang et al. 2021 Table 1,PCR only,TRUE,FALSE,rhipicephalus microplus,no_change,Rhipicephalus microplus,rhipicephalus microplus,species,FALSE,,rhipicephalus microplus,Severe fever with thrombocytopenia syndrome (SFTS),Rhipicephalus microplus,tick,unclear,unclear,field_detection,,yes,,field_detection_only,China; SFTS endemic areas,Casel et al. 2021; Wang et al. 2021,PCR only; vector capacity not verified; Table 1 PCR only,2,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Dermacentor marginatus,dermacentor marginatus,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE,dermacentor marginatus,no_change,Dermacentor marginatus,dermacentor marginatus,species,FALSE,,dermacentor marginatus,Tick-borne encephalitis,Dermacentor marginatus,tick,competent,competent,narrative_review,yes,yes,,,Central Europe,Kazimírová et al. 2017; Kwasnik et al. 2023,listed in TBEV transmission table; natural infection and transmission listed in review,2,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Dermacentor reticulatus,dermacentor reticulatus,tick,tick,confirmed,review,lit_review,1,5,Central Europe; northern Saxony Germany; Poland; Poland; Germany; Rhine plain southwestern Germany,Biernat et al. 2014; Chitimia-Dobler et al. 2019; Kwasnik et al. 2023; Ott et al. 2020; Pustijanac et al. 2023,adult pools; repeated isolation; equal role; PCR only; significant involvement; single isolate; debated,TRUE,FALSE,dermacentor reticulatus,no_change,Dermacentor reticulatus,dermacentor reticulatus,species,FALSE,,dermacentor reticulatus,Tick-borne encephalitis,Dermacentor reticulatus,tick,competent,competent; unclear,field_detection; field_plus_lab; narrative_review,yes,yes,,limited_or_indirect_support,"Central Europe; Europe; northern Saxony, Germany; Poland; southwestern Germany",Biernat et al. 2014; Chitimia-Dobler et al. 2019; Kazimírová et al. 2017; Kwasnik et al. 2023; Ott et al. 2020; Pustijanac et al. 2023,11 positive pools; virus isolated from field ticks; equal role in circulation suggested; field RNA detection only; competence not shown in this paper; natural infection and transmission listed in review; one isolate in field ticks; role still unclear; SAT in review table; significant involvement in transmitting TBEV,6,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Haemaphysalis concinna,haemaphysalis concinna,tick,tick,confirmed,review,lit_review,1,3,Asia; Central Europe,Kwasnik et al. 2023; Mittova et al. 2024; Pustijanac et al. 2023,major vector in Asia; significant vector,TRUE,FALSE,haemaphysalis concinna,no_change,Haemaphysalis concinna,haemaphysalis concinna,species,FALSE,,haemaphysalis concinna,Tick-borne encephalitis,Haemaphysalis concinna,tick,competent,competent,narrative_review,yes,yes,primary_vector,,Asia; Central Europe,Kwasnik et al. 2023; Mittova et al. 2024; Pustijanac et al. 2023,major vector in Asia; natural infection and transmission listed in review; significant vector,3,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Haemaphysalis inermis,haemaphysalis inermis,tick,tick,probable,review,lit_review,1,1,,Kwasnik et al. 2023,experimental competence,TRUE,FALSE,haemaphysalis inermis,no_change,Haemaphysalis inermis,haemaphysalis inermis,species,FALSE,,haemaphysalis inermis,Tick-borne encephalitis,Haemaphysalis inermis,tick,competent,competent,narrative_review,yes,,,,,Kwasnik et al. 2023,experimentally proved vector competence,1,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Haemaphysalis punctata,haemaphysalis punctata,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE,haemaphysalis punctata,no_change,Haemaphysalis punctata,haemaphysalis punctata,species,FALSE,,haemaphysalis punctata,Tick-borne encephalitis,Haemaphysalis punctate,tick,competent,competent,narrative_review,yes,yes,,spelling_or_ocr_issue,Central Europe,Kwasnik et al. 2023,source spelling follows PDF; natural infection and transmission listed in review,1,manual_map
Tick-borne encephalitis,tick borne encephalitis,Ixodes arboricola,ixodes arboricola,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE,ixodes arboricola,no_change,Ixodes arboricola,ixodes arboricola,species,FALSE,,ixodes arboricola,Tick-borne encephalitis,Ixodes arboricola,tick,competent,competent,narrative_review,yes,yes,,,Central Europe,Kwasnik et al. 2023,natural infection and transmission listed in review,1,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Ixodes gibbosus,ixodes gibbosus,tick,tick,weak,review,lit_review,1,1,Mediterranean region,Kwasnik et al. 2023,marginal vector,TRUE,FALSE,ixodes gibbosus,no_change,Ixodes gibbosus,ixodes gibbosus,species,FALSE,,ixodes gibbosus,Tick-borne encephalitis,Ixodes gibbosus,tick,unclear,unclear,narrative_review,,,,,Mediterranean region,Kwasnik et al. 2023,marginal vector in the Mediterranean region,1,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Ixodes hexagonus,ixodes hexagonus,tick,tick,confirmed,review,lit_review,1,1,Central Europe,Kwasnik et al. 2023,,TRUE,FALSE,ixodes hexagonus,no_change,Ixodes hexagonus,ixodes hexagonus,species,FALSE,,ixodes hexagonus,Tick-borne encephalitis,Ixodes hexagonus,tick,competent,competent,narrative_review,yes,yes,,,Central Europe,Kwasnik et al. 2023,natural infection and transmission listed in review,1,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Ixodes persulcatus,ixodes persulcatus,tick,tick,confirmed,review,lit_review,1,8,"nontropical Eurasia; parts of the Baltic States, Finland, Russia, and Siberia; Russia and Asia; Simo, Finnish Lapland, Finland; widespread, including central Europe, Scandinavia and the UK",Belova et al. 2023; Jääskeläinen et al. 2011; Kazimírová et al. 2017; Korenberg 2000; Kwasnik et al. 2023; Mittova et al. 2024; Petit et al. 2024; Pustijanac et al. 2023,field infection and virus isolation; main vector in Russia and Asia; main vector; lab competence; principal vector; table-listed,TRUE,FALSE,ixodes persulcatus,no_change,Ixodes persulcatus,ixodes persulcatus,species,FALSE,,ixodes persulcatus,Tick-borne encephalitis,Ixodes persulcatus,tick,competent,competent; unclear,field_detection; lab_experiment; narrative_review,yes,yes,primary_vector,,"nontropical Eurasia; parts of the Baltic States, Finland, Russia, and Siberia; Russia; Russia and Asia; Simo, Finnish Lapland, Finland; widespread, including central Europe, Scandinavia and the UK",Belova et al. 2023; Jääskeläinen et al. 2011; Kazimírová et al. 2017; Korenberg 2000; Kwasnik et al. 2023; Mittova et al. 2024; Petit et al. 2024; Pustijanac et al. 2023,6 of 51 tick pools positive for TBEV RNA; experimental acquisition and trans-stadial transmission in parental species; listed as TBEV vector in review table; main vector in Russia and Asia; principal vector; principal vector of TBEV; principal vector; natural infections reported in review; principal vector; NVT in review table,8,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Ixodes ricinus,ixodes ricinus,tick,tick,confirmed,field+lab,lit_review,1,11,"Central, Eastern and Northern Europe; central, northern, and eastern Europe; Europe; nontropical Eurasia; northern Saxony Germany; Odenwald Hills southwestern Germany",Belova et al. 2023; Chitimia-Dobler et al. 2019; Jääskeläinen et al. 2011; Kazimírová et al. 2017; Korenberg 2000; Kwasnik et al. 2023; Mittova et al. 2024; Ott et al. 2020; Petit et al. 2024; Pustijanac et al. 2023; Weisheit et al. 2015,main vector; main vector; lab competence; natural vector; cell line; nymph pools only; common vector in source; primary vector; principal vector; principal vector in Europe; principal vector of TBEV-Eur,TRUE,FALSE,ixodes ricinus,no_change,Ixodes ricinus,ixodes ricinus,species,FALSE,,ixodes ricinus,Tick-borne encephalitis,Ixodes ricinus,tick,competent,competent; unclear,field_detection; lab_experiment; narrative_review,yes,yes,primary_vector,field_detection_only|strain_dependent,"central, northern, and eastern Europe; Europe; Finland; nontropical Eurasia; northern Saxony, Germany; Odenwald Hills, southwestern Germany; Russia; widespread, including central Europe, Scandinavia and the UK",Belova et al. 2023; Chitimia-Dobler et al. 2019; Jääskeläinen et al. 2011; Kazimírová et al. 2017; Korenberg 2000; Kwasnik et al. 2023; Mittova et al. 2024; Ott et al. 2020; Petit et al. 2024; Pustijanac et al. 2023,2 positive nymph pools; common vector in source background; experimental acquisition and trans-stadial transmission in parental species; field prevalence only; background calls it the main vector; main vector in Europe; primary vector; principal vector; principal vector of TBEV; principal vector; natural infections reported in review; principal vector; SAT and NVT in review table; source states the European subtype main vector is I. ricinus,10,normalized_name
Tick-borne encephalitis,tick borne encephalitis,Ixodes scapularis,ixodes scapularis,tick,tick,weak,lab,lit_review,1,1,,Weisheit et al. 2015,not known natural vector; reduced capacity,TRUE,FALSE,ixodes scapularis,no_change,Ixodes scapularis,ixodes scapularis,species,FALSE,,ixodes scapularis,Tick-borne encephalitis,Ixodes scapularis,tick,unclear,unclear,narrative_review,yes,,,,,Kazimírová et al. 2017,SAT and host immunomodulation only; not described as a natural vector,1,normalized_name
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) angustivittatus,aedes ochlerotatus angustivittatus,mosquito,mosquito,candidate,review,lit_review,1,1,Colombia,Torres et al. 2017,found infected with VEEV,TRUE,FALSE,aedes angustivittatus,rule_drop_subgenus_token,Aedes (Ochlerotatus) angustivittatus,aedes angustivittatus,species,FALSE,,aedes angustivittatus,Venezuelan equine encephalitis,Aedes (Ochlerotatus) angustivittatus,mosquito,unclear,unclear,field_detection,,yes,,field_detection_only,Colombia,Torres et al. 2017,found infected with VEEV,1,rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) fulvus,aedes ochlerotatus fulvus,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,susceptible to VEE,TRUE,FALSE,aedes fulvus,rule_drop_subgenus_token,Aedes (Ochlerotatus) fulvus,aedes fulvus,species,FALSE,,aedes fulvus,Venezuelan equine encephalitis,Aedes (Ochlerotatus) fulvus,mosquito,unclear,unclear,narrative_review,,,,,,Torres et al. 2017,susceptible to VEE,1,rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) scapularis,aedes ochlerotatus scapularis,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,incriminated in outbreaks,TRUE,FALSE,aedes scapularis,rule_drop_subgenus_token,Aedes (Ochlerotatus) scapularis,aedes scapularis,species,FALSE,,aedes scapularis,Venezuelan equine encephalitis,Aedes (Ochlerotatus) scapularis,mosquito,competent,competent,narrative_review,yes,,,,,Torres et al. 2017,incriminated in outbreaks,1,rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) serratus,aedes ochlerotatus serratus,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,susceptible to VEE,TRUE,FALSE,aedes serratus,rule_drop_subgenus_token,Aedes (Ochlerotatus) serratus,aedes serratus,species,FALSE,,aedes serratus,Venezuelan equine encephalitis,Aedes (Ochlerotatus) serratus,mosquito,unclear,unclear,narrative_review,,,,,,Torres et al. 2017,susceptible to VEE,1,rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes (Ochlerotatus) taeniorhynchus,aedes ochlerotatus taeniorhynchus,mosquito,mosquito,probable,review,lit_review,1,1,,Forrester et al. 2012,epizootic vector; prior study cited,TRUE,FALSE,aedes taeniorhynchus,rule_drop_subgenus_token,Aedes (Ochlerotatus) taeniorhynchus,aedes taeniorhynchus,species,FALSE,,aedes taeniorhynchus,Venezuelan equine encephalitis,Aedes taeniorhynchus,mosquito,competent,competent,narrative_review,yes,,epizootic_vector|primary_vector,,,Torres et al. 2017,dominant epizootic vector,1,normalized_name
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes detritus,aedes detritus,mosquito,mosquito,candidate,efsa_appendix_g,EFSA,1,1,not specified,EFSA Appendix G,efsa_pathogen=Venezuelan equine encephalitis virus; match_confidence=exact; match_method=exact_alias_pathogen,FALSE,TRUE,aedes detritus,no_change,Aedes detritus,aedes detritus,species,FALSE,,aedes detritus,,,,,,,,,,,,,,,
Venezuelan equine encephalitis,venezuelan equine encephalitis,Aedes taeniorhynchus,aedes taeniorhynchus,mosquito,mosquito,confirmed,review,lit_review,1,1,,Torres et al. 2017,dominant epizootic vector,TRUE,FALSE,aedes taeniorhynchus,no_change,Aedes taeniorhynchus,aedes taeniorhynchus,species,FALSE,,aedes taeniorhynchus,Venezuelan equine encephalitis,Aedes taeniorhynchus,mosquito,competent,competent,narrative_review,yes,,epizootic_vector|primary_vector,,,Torres et al. 2017,dominant epizootic vector,1,normalized_name
Venezuelan equine encephalitis,venezuelan equine encephalitis,Anopheles pseudopunctipennis,anopheles pseudopunctipennis,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,subtypes IC/IAB isolated,TRUE,FALSE,anopheles pseudopunctipennis,no_change,Anopheles pseudopunctipennis,anopheles pseudopunctipennis,species,FALSE,,anopheles pseudopunctipennis,Venezuelan equine encephalitis,Anopheles pseudopunctipennis,mosquito,unclear,unclear,field_detection,,yes,,strain_dependent,,Torres et al. 2017,subtypes IC and IAB isolated,1,normalized_name
Venezuelan equine encephalitis,venezuelan equine encephalitis,Coquillettidia venezuelensis,coquillettidia venezuelensis,mosquito,mosquito,probable,review,lit_review,1,1,,Torres et al. 2017,vector of VEE,TRUE,FALSE,coquillettidia venezuelensis,no_change,Coquillettidia venezuelensis,coquillettidia venezuelensis,species,FALSE,,coquillettidia venezuelensis,Venezuelan equine encephalitis,Coquillettidia venezuelensis,mosquito,competent,competent,narrative_review,yes,,,,,Torres et al. 2017,vector of VEE,1,normalized_name
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Culex) declarator,culex culex declarator,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE,culex declarator,rule_repeated_genus,Culex (Culex) declarator,culex declarator,species,FALSE,,culex declarator,Venezuelan equine encephalitis,Culex (Culex) declarator,mosquito,unclear,unclear,narrative_review,,,,,,Torres et al. 2017,reported VEEV vector,1,rule_repeated_genus
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Culex) nigripalpus,culex culex nigripalpus,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE,culex nigripalpus,rule_repeated_genus,Culex (Culex) nigripalpus,culex nigripalpus,species,FALSE,,culex nigripalpus,Venezuelan equine encephalitis,Culex (Culex) nigripalpus,mosquito,unclear,unclear,narrative_review,,,,,,Torres et al. 2017,reported VEEV vector,1,rule_repeated_genus
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) adamesi,culex melanoconion adamesi,mosquito,mosquito,confirmed,field,lit_review,1,2,Colombia; Monte San Miguel Forest; middle Magdalena Valley; Colombia,Ferro et al. 2003; Torres et al. 2017,found infected with subtype ID; secondary vector,TRUE,FALSE,culex adamesi,rule_drop_subgenus_token,Culex (Melanoconion) adamesi,culex adamesi,species,FALSE,,culex adamesi,Venezuelan equine encephalitis,Culex (Melanoconion) adamesi; Culex adamesi,mosquito,competent,competent; unclear,field_detection; field_plus_lab; narrative_review,yes,yes,secondary_vector,field_detection_only|strain_dependent,Colombia; Monte San Miguel Forest; middle Magdalena Valley; Colombia,Ferro et al. 2003; Sloyer et al. 2022; Torres et al. 2017,confirmed or suspected vector list; found infected with subtype ID; secondary vector,3,normalized_name; rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) aikenii sensu lato,culex melanoconion aikenii sensu lato,mosquito,mosquito,confirmed,review,lit_review,1,1,Panama,Ferro et al. 2003,ocossa and panocossa,TRUE,FALSE,culex aikenii sensu lato,rule_drop_subgenus_token,Culex (Melanoconion) aikenii sensu lato,culex aikenii sensu lato,sensu_lato,FALSE,,culex aikenii sensu lato,Venezuelan equine encephalitis,Culex (Melanoconion) aikenii s.l.,mosquito,unclear,unclear,field_detection,,yes,,field_detection_only|strain_dependent,Panama,Torres et al. 2017,found infected with VEEV subtype ID; ocossa and panocossa complex,1,manual_map
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) cedeci,culex melanoconion cedeci,mosquito,mosquito,confirmed,review,lit_review,1,1,Southern Florida; USA,Torres et al. 2017,transmits subtype II,TRUE,FALSE,culex cedeci,rule_drop_subgenus_token,Culex (Melanoconion) cedeci,culex cedeci,species,FALSE,,culex cedeci,Venezuelan equine encephalitis,Culex (Melanoconion) cedeci,mosquito,competent,competent,narrative_review,yes,,,spelling_or_ocr_issue|strain_dependent,Southern Florida; USA,Torres et al. 2017,transmits subtype II; spelling in source likely cedecei,1,rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) crybda,culex melanoconion crybda,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE,culex crybda,rule_drop_subgenus_token,Culex (Melanoconion) crybda,culex crybda,species,FALSE,,culex crybda,Venezuelan equine encephalitis,Culex (Melanoconion) crybda,mosquito,unclear,unclear,narrative_review,,,,,,Torres et al. 2017,reported VEEV vector,1,rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) dunni,culex melanoconion dunni,mosquito,mosquito,candidate,review,lit_review,1,1,,Torres et al. 2017,reported VEEV vector,TRUE,FALSE,culex dunni,rule_drop_subgenus_token,Culex (Melanoconion) dunni,culex dunni,species,FALSE,,culex dunni,Venezuelan equine encephalitis,Culex (Melanoconion) dunni,mosquito,unclear,unclear,narrative_review,,,,,,Torres et al. 2017,reported VEEV vector,1,rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) erraticus,culex melanoconion erraticus,mosquito,mosquito,probable,review,lit_review,1,1,Lake Bayano; Panama,Torres et al. 2017,VEEV isolate,TRUE,FALSE,culex erraticus,rule_drop_subgenus_token,Culex (Melanoconion) erraticus,culex erraticus,species,FALSE,,culex erraticus,Venezuelan equine encephalitis,Culex (Melanoconion) erraticus,mosquito,unclear,unclear,field_detection,,yes,,,Lake Bayano; Panama,Torres et al. 2017,VEEV isolate,1,rule_drop_subgenus_token
Venezuelan equine encephalitis,venezuelan equine encephalitis,Culex (Melanoconion) ocossa,culex melanoconion ocossa,mosquito,mosquito,probable,review,lit_review,1,1,Lake Bayano; Panama,Torres et al. 2017,VEEV isolate,TRUE,FALSE,culex ocossa,rule_drop_subgenus_token,Culex (Melanoconion) ocossa,culex ocossa,species,FALSE,,culex ocossa,Venezuelan equine encephalitis,Culex (Melanoconion) ocossa; Culex ocossa,mosquito,unclear,unclear,field_detection; narrative_review,,yes,,,Lake Bayano; Panama,Sloyer et al. 2022; Torres et al. 2017,confirmed or suspected vector list; VEEV isolate; source text also spells this as occosa,2,normalized_name; rule_drop_subgenus_token
